heat_top_hat/cooled,heat_top_hat/middle,heat_top_hat/measure,heat_top_hat/1mmAbove,heat_top_hat/cooled_1mm_above
852.3778439579887,894.5712214045903,908.6109931573599,907.0980206824025,850.8690350844035
851.0369347618872,893.2290842595767,907.2689652527902,905.7560856771274,849.5281311896215
849.6956725709899,891.886410319318,905.9264167637078,904.4136439752197,848.1868751170372
848.3547446631557,890.5439002772727,904.5840471937522,903.0713940655501,846.8459540865957
847.0138084256853,889.2012238725554,903.2415251867642,901.7290036576605,845.5050254322925
845.6728645418757,887.8583944786791,901.8988629908962,900.3864840398043,844.1640897826549
844.3319136950238,886.5154254691557,900.5560728542996,899.0438465002342,842.8231477662099
842.9906132606845,885.1719863480839,899.2128232054627,897.7007585500041,841.4818567062068
841.6496505362935,883.82877820062,897.8698139069495,896.3579190088012,840.1409038405011
840.3086828989256,882.4854705614697,896.5267134152992,895.0149954135337,838.7999464937304
838.9673677206246,881.1417328634471,895.183190093657,893.6716552150276,837.4586419859438
837.6263923063733,879.7982663445499,893.8399439446806,892.3285973620965,836.1176775618804
836.2854140292108,878.4547404579273,892.4966433501578,890.9854893227496,834.7767105424946
834.9444335724339,877.1111685770918,891.1533005582411,889.6423423852407,833.4357415563138
833.6034516193395,875.7675640755551,889.8099278170818,888.2991678378226,832.0947712318649
832.2621255396186,874.4235963358127,888.4661934436467,886.9556330887515,830.7534568870818
830.9211426438345,873.0799667136206,887.1227975486307,885.6124371864311,829.4124857717388
829.5801603017983,871.7363445946883,885.7794084519636,884.2692475418507,828.0715152038703
828.2388358838888,870.3923993724105,884.4356944805377,882.9257315724085,826.7302025020717
826.8978566998186,869.0488323910163,883.092355734604,881.582588316895,825.3892349152767
825.5568801195619,867.705313036843,881.7490605346104,880.2394851867707,824.0482697616989
824.2159068264158,866.3618546834032,880.405821128709,878.8964334702888,822.7073076698656
822.8749375036771,865.0184707042087,879.0626497650513,877.5534444557026,821.3663492683039
821.5336295263697,863.6748305793037,877.719214849794,876.210185633452,820.0250518799307
820.1926701957904,862.3316354967382,876.3762163403388,874.8673559106937,818.6841027458408
818.851716885684,860.9885549123792,875.033322620719,873.5246227574802,817.3431591877652
817.5104269759613,859.6452583993544,873.6902021822854,872.181653742764,816.0018785331451
816.1694876083002,858.3024441422886,872.3475522329899,870.8391452396768,814.6609478752138
814.828555408958,856.9597675422121,871.0050282903077,869.4967528597589,813.3200238432674
813.4876301590123,855.6172250074595,869.6626270715778,868.1544735772382,811.9791062300611
812.1467116395402,854.2748129463652,868.3203452941391,866.8123043663423,810.6381948283499
810.8054563369894,852.932184136204,866.9778360735336,865.4698986248441,809.2969461378881
809.4645506232802,851.5900222785345,865.6357833591723,864.1279405061272,807.9560465388914
808.1236509832206,850.2479801186078,864.2938402372786,862.7860833809451,806.6151525296028
806.7824139078396,848.9057105242598,862.9516599063131,861.4439807234828,805.2739206139901
805.4415257597266,847.5638970131668,861.6099261473277,860.1023165319745,803.9330371636819
804.1006430284394,846.2221924238999,860.2682921319863,858.7607442559112,802.5921586812948
802.7597654950558,844.8805931647944,858.9267545776282,857.4192608695209,801.2512849595844
801.4188929406524,843.5390956441842,857.5853102015918,856.0778633470318,799.9104157913052
800.0776818627728,842.1973528624455,856.2436123237212,854.7362052744837,798.5692076863871
798.7368186106976,840.8560480675776,854.9023444780997,853.3949704225271,797.2283470042701
797.395959680779,839.514834235289,853.5611599619764,852.0538123563815,795.8874902537975
796.0547615737956,838.1733644344465,852.2197121579413,850.7123847199047,794.5462939478393
794.7139106323893,836.8323217733098,850.8786844720644,849.3713711657873,793.2054444397954
793.3730633563157,835.4913592988366,849.5377302668621,848.0304253193906,791.8645982416087
792.0322195266518,834.1504734193611,848.1968462596732,846.6895441549425,790.5237551460345
790.6913789244761,832.8096605432187,846.8560291678374,845.3487246466717,789.1829149458282
789.350198054838,831.4685738350292,845.5149324617066,844.0076205193018,787.841734157699
788.0093632515551,830.1278962069464,844.1742393676229,842.6669152599176,786.5008991271026
786.6685310189362,828.7872808062803,842.8336033400684,841.3262625786203,785.1600663700871
785.3273578639214,827.4463808440696,841.4926778919682,839.9853162393575,783.818892405028
783.9865301163796,826.1058791368727,840.1521461619975,838.6447596484427,782.478063573889
782.6457042826775,824.7654288811764,838.8116616497322,837.3042465575242,781.1372363945435
781.3048801438925,823.4250264853154,837.4712210725113,835.9637739408306,779.7964106597468
779.9640574811019,822.084668357624,836.1308211476737,834.6233387725896,778.4555861622541
778.622892803276,820.7440077681099,834.7901154422872,833.2825948666258,777.1144194221579
777.2820724359441,819.4037274107959,833.4497869825395,831.942225525626,775.7735967777235
775.9412528877828,818.063480545736,832.1094893263518,830.6018845549889,774.4327747488059
774.6000906683073,816.7229204672835,830.7688760631913,829.2612257891682,773.0916098558905
773.2592721017884,815.3827298180099,829.4286301719249,827.9209324872674,771.7507884362972
771.9184536976165,814.0425618850745,828.0884052353949,826.5806584776394,770.4099670104341
770.5776352368682,812.7024130768112,826.7481979709398,825.2404007345118,769.0691453710556
769.2368165006212,811.3622798015547,825.4080050958987,823.900156232113,767.7283233109174
767.8956539981784,810.0218153758425,824.0674802202609,822.5595788237832,766.3871573500992
766.5548340539557,808.6817023932811,822.7273062776475,821.2193517269797,765.0463338264672
765.2140131774104,807.3415941678106,821.3871368756247,819.8791287928146,763.7055092602884
763.8728478770446,806.0011440182426,820.0466256264082,818.5385638766636,762.3643401707615
762.5320244787074,804.6610345308766,818.7064554566446,817.1983401895895,761.0235128973552
761.1911994912233,803.3209190246853,817.3662799786476,815.8581115870633,759.6826839596148
759.8503726956702,801.9807939080032,816.0260959097564,814.5178750433136,758.3418531502955
758.5095438731252,800.6406555891655,814.6858999673099,813.1776275325687,757.0010202621529
757.1683695296364,799.3001573723817,813.3453457504256,811.8370228981015,755.6598418118574
755.827535995681,797.9599818685565,812.0051162077447,810.496744371306,754.3190041436688
754.4866997779097,796.6197823866592,810.6648649426846,809.1564457994248,752.9781637748696
753.1455173802252,795.2792122111027,809.3242455364173,807.8157810091722,751.6369772199763
751.8046751372273,793.9389539896272,807.983940970954,806.4754332627357,750.2961308273975
750.4638295535898,792.5986610141637,806.6436048342882,805.1350563931236,748.9552811124208
749.1229804815771,791.2583304599127,805.3032345407931,803.7946480175029,747.6144279383905
747.7821280582026,789.9179625695386,803.9628302929785,802.4542083247981,746.2735714510058
746.4409292102868,788.5772151825643,802.6220498123198,801.1133949607098,744.9323685841526
745.1000707080649,787.2367756396219,801.28158034638,799.77289512194,743.5915061182135
743.759209479135,785.8963017894052,799.941079624982,798.4323664618878,742.2506409878391
742.4180024483046,784.5554514454734,798.6002053459397,797.0914666044366,740.9094301249528
741.0771363899966,783.214912001162,797.2596448048314,795.7508827905635,739.5685603140294
739.7362682296355,781.8743412784261,795.9190557071269,794.4102726512107,738.2276884875907
738.395398175422,780.5337402867951,794.5784389523698,793.0696370182412,736.886814861925
737.054526435556,779.1931100357996,793.2377954401038,791.7289767235179,735.5459396533198
735.7133099325532,777.852108300896,791.896782833314,790.3879493588215,734.204719791534
734.3724354456857,776.5114225529173,790.5560884983878,789.0472422303993,732.8638420656481
733.0315598978204,775.1707105744233,789.215370104815,787.7065129360263,731.5229634057429
731.6903402107374,773.82963012111,787.8742852974448,786.3654190507754,730.1817407409417
730.3494631653396,772.4888687041064,786.5335214796258,785.0246479149471,728.840860861761
729.0085856835983,771.1480840854365,785.1927363020219,783.6838571089698,727.4999806974804
727.6677079737137,769.8072772746302,783.8519306641763,782.3430474647068,726.1591004643877
726.3268302438872,768.4664492812185,782.5111054656336,781.0022198140215,724.8182203787716
724.9856094157388,767.1252578331337,781.1699183256263,779.6610317084038,723.4769973698056
723.6447322707563,765.7843904983237,779.8290566998876,778.3201705363853,722.1361182281822
722.3038557304857,764.443505009757,778.4881782123132,776.9792938537465,720.7952398829548
720.9626367170927,763.10225908181,777.1469404695299,775.6380592003833,719.4540192639919
719.6217620111349,761.7613403103188,775.8060309531742,774.2971539886552,718.1131431607627
718.2808885345435,760.4204064139202,774.4651072738442,772.9562357621094,716.772268502849
716.9400164955189,759.0794584021439,773.1241703310841,771.6153053526089,715.4313955065387
715.5991461022614,757.7384972845203,771.7832210244375,770.2743635920167,714.0905243881201
714.2579342789105,756.3971807580026,770.441916944128,768.9330680051652,712.7493120797275
712.9170678023429,755.0561964545661,769.1009456057502,767.5921060356056,711.4084453665754
711.576203596197,753.7152020741319,767.7599646023478,766.2511352107572,710.0675811802346
710.2349985864358,752.3738553062992,766.4186315170659,764.909813048969,708.7263764548632
708.8941395464486,751.0328437985254,765.0776338803468,763.5688270073967,707.3855179717942
707.5532834015379,749.6918252426027,763.7366292774648,762.2278346063379,706.0446626644565
706.2124303599031,748.350800648061,762.3956186079633,760.8868366776552,704.7038107491372
704.8715806297454,747.0097710244307,761.0546027713867,759.5458340532117,703.3629624421251
703.5303911411335,745.6683940542283,759.7132393436895,758.2044842448139,702.0217746820588
702.1895486595115,744.3273574003703,758.3722158708463,756.8634747237694,700.680934241587
700.8487101140208,742.9863187462729,757.0311899297898,755.5224630027665,699.3400980583418
699.5075324378337,741.6449357733034,755.6898190949237,754.181106592241,697.9989230743151
698.1667023903476,740.3038961474518,754.3487909160149,752.8400929668803,696.6580960556157
696.8258769036471,738.9628575502097,753.007762967754,751.4990796373636,695.3172739430622
695.4850561859329,737.6218209911076,751.6667361496853,750.1580674355545,693.9764569529432
694.1442404454051,736.2807874796756,750.3257113613522,748.8170571933157,692.6356453015463
692.8030866214746,734.9394147005365,748.9843461791819,747.4757064230591,691.2944959375598
691.4622814613283,733.5983903144618,747.643328150047,746.1347025965847,689.9536956139772
690.1214819030229,732.2573720049061,746.3023148495093,744.7937032254829,688.612901278036
688.7803448903522,730.9160174615477,744.9609638579739,743.4523658259075,687.2717698831075
687.4395571618975,729.5750143358233,743.6199627150493,742.111377862814,685.9309881729862
686.0987756599379,728.234020315467,742.2789689995833,740.7703968508956,684.5902130994263
684.7580005926742,726.8930364100091,740.9379836111208,739.4294236220154,683.249444878716
683.4172321683069,725.5520636289802,739.5970074492047,738.0884590080368,681.9086837271435
682.0761272046293,724.2107594355499,738.2556979055586,736.7471603492876,680.5675864639269
680.73537175231,722.8698102554812,736.9147414994994,735.4062141597643,679.2268391004407
679.3946219561293,721.5288723493006,735.573794621378,734.0652768465231,677.8860977393548
678.0535339666611,720.1876019890806,734.2325136713031,732.7240048257114,676.5450184894861
676.7127936916168,718.8466853433458,732.8915849541903,731.3830844115105,675.2042872100346
675.3720572803512,717.5057786814479,731.5506648678245,730.0421720179049,673.8635600085272
674.031324135462,716.1648815734061,730.2097531131672,728.7012673596901,672.522836243533
672.6905936595468,714.8239935892401,728.86884939118,727.3603701516608,671.1821152736215
671.3495220069781,713.4827710129774,727.5276101124462,726.0191368196845,669.8410532115981
670.0087950771047,712.1418999886824,726.1867215605505,724.678253658138,668.500335907865
668.6680690238452,710.8010367982118,724.8458401441336,723.3373770910904,667.1596194747578
667.327000002016,709.4598377314452,723.5046222791452,721.9961635493644,665.8185600255052
665.9862739096194,708.1189889204128,722.1637542382084,720.6552993172065,664.4778434091714
664.6455469014763,706.7781466531534,720.8228924355594,719.3144408238604,663.1371257390077
663.304818380185,705.4373104996866,719.4820365721607,717.9735877841216,661.7964063735835
661.9640877483425,704.0964800300319,718.1411863489739,716.6327399127854,660.455684671468
660.6230111584462,702.7553115416204,716.7999981893595,715.2915536474733,659.1146167433087
659.2822745123722,701.4144911508289,715.4591583507347,713.9507152584688,657.77388844251
657.9415339633871,700.0736751537981,714.1183232551305,712.60988118218,656.4331558805638
656.6004456607607,698.732519851169,712.7771493294364,711.2687078594315,655.0920751645983
655.2596955123649,697.3917113525684,711.4363228237823,709.9278815538814,653.7513321545639
653.9189396686983,696.0509059576774,710.0955001639584,708.58705870536,652.4105829589257
652.5781775323578,694.7101032365154,708.754681050926,707.2462390286628,651.0698269362535
651.2374085059416,693.369302759102,707.413865185647,705.9054222385845,649.7290634451159
649.8962887302814,692.0281608292254,706.0727089993595,704.5642647798281,648.3879485834913
648.5555041293602,690.6873635496671,704.7318987331131,703.2234529079311,647.0471682288091
647.2147108460028,689.3465672238061,703.3910908174292,701.8826430669665,645.7063784812059
645.873565014143,688.0054281559981,702.0499416852366,700.5414917030869,644.3652354311979
644.5327525711016,686.6646324475594,700.7091375739735,699.2006850687102,643.0244249706448
643.1919296532642,685.3238364027665,699.3683349160818,697.8598796095788,641.6836031927144
641.8510956632284,683.9830395916389,698.0275334125232,696.5190750404879,640.3427694559756
640.510250003592,682.6422415841967,696.6867327642601,695.1782710762332,639.0019231189981
639.1690487937315,681.3010986835387,695.3455894055069,693.8371241639244,637.6607202565789
637.8281779993162,679.9602969929435,694.0047895707469,692.4963205536998,636.3198467911952
636.4872937429402,678.619492815982,692.6639896940907,691.1555166926242,634.9789588011167
635.1460521334104,677.2783424536788,691.3228462096067,689.8143690275053,633.6377123497371
633.8051391570767,675.9375320131315,689.9820453518421,688.4735638088671,632.2967933818472
632.4642109264221,674.5967177961667,688.6412435549905,687.1327574836909,630.9558579648061
631.1232668440443,673.2558993728038,687.3004405200139,685.791949766772,629.6149054571832
629.7823063125409,671.9150763130624,685.9596359478741,684.451140372906,628.2739352175477
628.4409854200436,670.5739049123067,684.6184862708621,683.1099857469358,626.9326032870043
627.0999901934879,669.2330712884045,683.277677726696,681.7691721429491,625.5915956541011
625.7589767254467,667.8922317380726,681.9368667481756,680.4283560063283,624.2505683647294
624.4176010898104,666.5510425519576,680.5957097656075,679.0871937798614,622.9091774446487
623.076549341538,665.2101898570321,679.2548930204492,677.746371721527,621.5681089126041
621.7354775594197,663.8693299456252,677.9140729437457,676.4055462748713,620.2270187996346
620.3943851460531,662.5284623877565,676.5732492364582,675.0647171546896,618.8859064643091
619.0532715040359,661.1875867534455,675.2324215995491,673.7238840757772,617.5447712651971
617.7117926804658,659.8463593232759,673.8912464584862,672.3827034760375,616.2032691992007
616.3706347831231,658.5054662437967,672.5504100640218,671.041861622854,614.8620863419601
615.0294543251591,657.1645639851413,671.2095689392744,669.7010150515347,613.5208791922084
613.687909639122,655.8233097576958,669.868379988835,668.3598206778811,612.1793062077437
612.3466896294341,654.4823908458716,668.5275300498282,667.0189653541424,610.8380564755354
611.0054530940948,653.1414646495036,667.1866761245029,665.678106093522,609.4967889545632
609.664202198039,651.8005318625154,665.8458184929995,664.3372431885066,608.1555059777872
608.3229391062019,650.4595931788313,664.5049574354593,662.9963769315838,606.8142098781682
606.981322594523,649.118305988162,663.1637499484378,661.6551643303583,605.4725595909432
605.6400416041919,647.7773575917923,661.8228828785482,660.3142922464098,604.1312442426529
604.298754913439,646.4364053806765,660.4820132231158,658.9734176880897,602.7899227709984
602.9571212946564,645.0951067418614,659.1407979768182,657.6321976612146,601.448254107409
601.6158296977909,643.7541489824922,657.7999239902401,656.2913190311654,600.1069273878325
600.2745388958627,642.4131894903263,656.4590482586133,654.9504388042805,598.7656015443702
598.9332510538075,641.0722289592878,655.118171062079,653.6095572730466,597.4242789099827
597.5919683365595,639.7312680833005,653.7772926807776,652.2686747299507,596.0829618176302
596.2503495216857,638.3899642485254,652.4360701076905,650.927448179327,594.7413092043438
594.9090835515556,637.0490047647683,651.0951901971537,649.5865644898964,593.4000101978551
593.5678292015923,635.708047018012,649.754309942344,648.2456806661397,592.0587237328803
592.2262452591195,634.3667483960184,648.4130863360857,646.9044537124003,590.7171087569792
590.8850206486555,633.0257962059243,647.0722062332441,645.5635704976052,589.3758543786174
589.5438141537179,631.684847834781,645.731326626624,644.22268802602,588.0346195412482
588.2026279392412,630.3439039765117,644.3904477963658,642.8818065901316,586.6934065778318
586.861464170161,629.0029653250409,643.0495700226109,641.5409264824269,585.3522178213286
585.5199816611484,627.6616892743518,641.7083502993563,640.1997047087626,584.0107122487941
584.1788692847977,626.3207631200269,640.3674754794797,638.8588281354138,582.6695789126898
582.8377858492025,624.9798442544501,639.0266025566001,637.517953767785,581.3284767829773
581.496390192096,623.6385900774694,637.68538852628,636.1767386135386,579.9870648615783
580.1553711416121,622.2976878734707,636.3445202384823,634.8358695355621,578.6460321530141
578.8143875272431,620.9567950401694,635.0036546881759,633.4950035408407,577.3050376503203
577.4734415139242,619.6159122714897,633.6627921555018,632.1541409218622,575.9640836864577
576.1325352665901,618.2750402613555,632.3219329206007,630.8132819711133,574.6231725943868
574.7913276724945,616.9338364229434,630.980733983077,629.4720837007654,573.2819634294175
573.4505074635022,615.592988014871,629.6398821851681,628.1312329650632,571.9411450922803
572.1097335158539,614.2521524472935,628.2990345255263,626.790386775126,570.6003766264132
570.7686647531691,612.9109871435173,626.9578480070423,625.4492021467303,569.2593171263294
569.427989836244,611.5701793424337,625.6170094655963,624.1083659271362,567.9186554161454
568.0873676760225,610.2293864637945,624.2761759029113,622.7675351308435,566.57805057671
566.7468004374398,608.8886092015243,622.9353475991286,621.4267100503391,565.2375049409842
565.4062902854307,607.5478482495466,621.5945248343888,620.0858909781099,563.8970208419279
564.065496215308,606.2067610516034,620.2533646184945,618.7447349374363,562.5562574513375
562.7251067472525,604.866034806603,618.9125537738607,617.4039287609444,561.21590344175
561.3847808611299,603.5253269538449,617.571749308764,616.0631294702637,559.875617968311
560.0441776019226,602.1842949514646,616.2306082380147,614.7219940940757,558.5350602563559
558.703985392135,600.8436259701159,614.8898173742275,613.3812094544286,557.1949188731348
557.3638632596397,599.502977462959,613.5490337304715,612.0404325781285,555.8548530255407
556.023813369372,598.162350123918,612.2082575868877,610.6996637576626,554.5148650465343
554.6838378862668,596.8217446469171,610.867489223617,609.3589032855178,553.1749572690758
553.3435959491726,595.4808185176338,609.5263856652502,608.0178082008754,551.8347890196774
552.0037757956325,594.1402588525257,608.1856337051989,606.6770653051583,550.4950486662226
550.6640365446143,592.7997231314068,606.8448903659552,605.3363316352984,549.1553955137944
549.3240373979404,591.4588688586139,605.5038126788387,603.9952642376754,547.8154889567813
547.9844647615683,590.1183826044651,604.1630872376603,602.6545497005877,546.4760153891215
546.6449692792739,588.7779193201255,602.8223701396374,601.3138440731823,545.1366249820602
545.3055428721892,587.4374766433889,601.4816605467653,599.9731464542353,543.7973090286516
543.9661774614449,586.0970522120491,600.1409576210383,598.6324559425232,542.458058821949
542.6265220883163,584.7563004991816,598.7999172847028,597.2914284003905,541.1185228061728
541.287254444094,583.415905475177,597.4592251804229,595.9507494007199,539.7793779833033
539.9480235575389,582.0755216093465,596.1185372290587,594.6100748043822,538.440272784072
538.608478495057,580.7348033824288,594.7775093557242,593.2690604767582,537.1008556797909
537.269296891471,579.3944347476734,593.4368271967039,591.9283919839661,535.761803611569
535.9301278068787,578.0540701838689,592.0961466763699,590.5877251906054,534.4227650439177
534.5909631624121,576.7137073288101,590.7554669567176,589.2470591954522,533.0837312698907
533.2517948792023,575.3733438202903,589.4147871997417,587.906393097283,531.7446935825418
531.9122720241684,574.0326341397239,588.0737633310447,586.5653827619234,530.4053004537467
530.5730722207647,572.6922622359851,586.7330809848606,585.2247137534476,529.0662288123406
529.2338445399446,571.3518825915629,585.3923960871235,583.8840419380542,527.7271271345447
527.8942380241109,570.0111496810182,584.0513645611541,582.5430231790665,526.3876438658194
526.5549303395445,568.670747465117,582.7106720451064,581.2023430448709,525.048455981143
525.215570538888,567.3303304213092,581.3699744632761,579.8616573998557,523.709211937009
523.876150543273,565.989896187389,580.029270977658,578.5209653427971,522.3699030264713
522.5366622738311,564.6494424011504,578.6885607502475,577.1802659724718,521.030520542584
521.1967546907359,563.3086235136365,577.3474996962709,575.8392151434178,519.6907128421951
519.8571056143849,561.9681235296249,576.0067734689976,574.4984984404382,518.3511570663601
518.5173640255333,560.6275969060722,574.6660379857024,573.1577717202899,517.0115015941077
517.1771788101918,559.2866980726516,573.3249491541798,571.8166908294708,515.6713947023635
515.8372279308785,557.9461110750659,571.9841926419192,570.4759413681726,514.3315136853399
514.4971603003911,556.6054903507159,570.6434243594067,569.1351791858038,512.991506848831
513.1569678398615,555.2648335373957,569.3026434686377,567.7944033811411,511.65136548589044
511.8166424704211,553.9241382728992,567.9618491316068,566.4536130529605,510.3110808895718
510.47583291310855,552.5830589391892,566.6206972394326,565.1124640297443,508.97030115901487
509.13521745004346,551.2422796743659,565.2798734918847,563.7716419465619,507.6297039328587
507.7944448393941,549.9014548711438,563.9390337838455,562.4308026359597,506.2889373502569
506.4531636783889,548.560238875599,562.597833993852,561.0896019128417,504.94764937691974
505.11205249056206,547.2193158957898,561.2569598461927,559.7487254387416,503.60651791165657
503.77075991647774,545.8783402903589,559.916067223813,558.4078290333207,502.26519096688037
502.42927787726705,544.5373096970998,558.5751552887074,557.0669117953544,500.92365983564423
501.0875982940616,543.1962217538066,557.2342232028709,555.7259728236194,499.58191581100226
499.7453695163756,541.8547307346518,555.8929268195811,554.3846679057738,498.23960659170274
498.4032705528302,540.513520988478,554.5519519125728,553.0436827566891,496.8974105993329
497.0609498066166,539.1722468050476,553.2109543406044,551.7026731699341,495.5549755904895
495.71805545379135,537.8305624081297,551.8695899392217,550.3612949140494,494.21194907698447
494.3752668436851,536.4891522455586,550.5285445169787,549.020233741449,492.8690098475899
493.032232212237,535.1476705585076,549.1874739155459,547.6791454272761,491.5258054786535
491.6889434805787,533.8061149847708,547.846377296918,546.3380290703075,490.18232726322964
490.345392569842,532.4644831621423,546.5052538230906,544.9968837693191,488.8385664943717
489.00122732562664,531.1224292182939,545.1637592957671,543.6553652563764,487.4941703277552
487.65712774783447,529.780637790231,543.8225795901134,542.3141593556909,486.14981825327953
486.31274175229004,528.4387630260534,542.4813705150301,540.9729218070836,484.8051575023019
484.96771696148915,527.0964589885141,541.1397878493405,539.6313083179651,483.45983499005507
483.62273381533663,525.7544104426418,539.798517513328,538.2900047611649,482.114530680636
482.27744001275846,524.412271473432,538.4572152936566,536.9486668525415,480.7688915716475
480.93183384920053,523.0700415742756,537.1158810067143,535.6072943958889,479.4229158258515
479.5859391173655,521.7277276609509,535.7745170864617,534.2658900150715,478.0766290848428
478.2394413165008,520.3849948223285,534.432783200179,532.9241136067726,476.72971908428156
476.8930598945931,519.0425391788976,533.0913692727559,531.5826553582294,475.3829078279465
475.546480413182,517.700025837669,531.7499349778728,530.2411751730194,474.0358831186313
474.1993882309689,516.3571198465643,530.4081399683525,528.8993329322556,472.6883325405262
472.8525031002049,515.014517414709,529.0666742003732,527.5578188568735,471.34097842532236
471.5055104187118,513.6718836014272,527.7251973307854,526.2162928323235,469.9935083993712
470.1584403535063,512.329227178094,526.3837124479423,524.8747581874875,468.6459549739757
468.8113230716053,510.9865569160842,525.0422226401972,523.5332182512476,467.29835066043887
467.46384385195665,509.64353783998945,523.7003875520913,522.1913328958113,465.95038295699703
466.1167226449364,508.30086621682364,522.358897160319,520.8497923641858,464.6027744088683
464.7696447299947,506.95820707135266,521.0174111094959,519.5082565286546,463.2552125148311
463.42229543091827,505.6152254411202,519.6755890486829,518.166385266311,461.9073848214432
462.075394631577,504.27261757397235,518.3341209479065,516.8248688129477,460.5600138022518
460.72862763308814,502.93004850089,516.99266645393,515.4833670431773,459.21278697938436
459.3820246024685,501.58752699324805,515.651228655107,514.1418832858815,457.8657368641439
458.0356157067355,500.2450618224219,514.309810639791,512.8004208699429,456.51889596783394
456.6890864988875,498.90231809246063,512.968072080392,511.45863969764366,455.17195208403325
455.3431564429883,497.55999192942846,511.6267029041916,510.11722995865927,453.8256272338657
453.9975110307495,496.217748419583,510.28536277734906,508.77585154853017,452.479609144861
452.6518360453946,494.8752527338291,508.9437113957738,507.4341643948817,451.13358585871237
451.3068505137095,493.53320087125695,507.6024386421211,506.0928586392607,449.7882789252879
449.96224013445857,492.1912579782423,506.26120420367715,504.75159419999335,448.443376295259
448.61803507465874,490.84943282616024,504.9200111687954,503.4103744059619,447.09891047992846
447.2742655013269,489.50773418638573,503.57886262582923,502.06920258604794,445.75491399059956
445.93061773586453,488.1658273861642,502.2374183256675,500.7277387271604,444.4110754489624
444.58780976732015,486.82440812313394,500.8963680449601,499.38667285654105,443.06811528651065
443.2455277940178,485.48314168878244,499.5553715220194,498.04566494753794,441.7257219922931
441.90345855296925,484.1416935311131,498.214088550212,496.7043750328589,440.3835846359059
440.56231922517384,482.8007591129849,496.87320882360416,495.3634930507039,439.0424227780031
439.22179640139456,481.46000383990634,495.5323921206138,494.02267901766356,437.7019253305672
437.8819202486479,480.1194364832523,494.19164152959416,492.6819362626197,436.36212480490116
436.54272093395093,478.779065814398,492.85096013889887,491.34126811445446,435.0230537123081
435.2038860414591,477.43855752752216,491.51000782850474,490.00033469925296,433.6844020353566
433.86613109650307,476.0986066043622,490.16947412321156,488.65982577272246,432.3468875503752
432.5291434983707,474.75887868537285,488.8290188840935,487.31940144056887,431.0102000406995
431.19261143221354,473.41903963939427,487.48830205258463,485.9787218951341,429.6740301365959
429.85724924454166,472.0797841055785,486.14801303294263,484.63847676216886,428.33909434396946
428.5227449124672,470.7407778923042,484.8078117453267,483.2983262110789,427.00508306888116
427.18912860300736,469.40202977094657,483.46770127809043,481.95827357074654,425.6720288226343
425.856430483179,468.06354851288063,482.127684719587,480.6183221700536,424.3399641165318
424.5243398942427,466.7250003229568,480.78742212949106,479.2781323288129,423.00858082678803
423.1935689091085,465.38707917953525,479.4476026795328,477.9383934220947,421.6785930090316
421.8638066223795,464.0494512157763,478.1078864041583,476.5987657425142,420.3496922736522
420.5347431616987,462.7117828650947,476.7679334434782,475.2589096965982,419.02157134435436
419.2070890503838,461.37476765545966,475.4284328107232,473.91951448854655,417.69494260675896
417.880534146248,460.03807194185805,474.08904461840285,472.58024049513085,416.36949849377305
416.55510861630864,458.701704495665,472.7497719548708,471.24109104523353,415.04527151669987
415.2308426275823,457.36567408825584,471.4106179084805,469.9020694677365,413.72229418684265
413.9074039646841,456.0296406605847,470.0712403361437,468.5628337076132,412.4002351484241
412.5853812920052,454.6942623298792,468.7323157974306,467.2240595426614,411.07967545761295
411.26432315486073,453.35916438777633,467.3934899635605,465.88539178033085,409.76015525237415
409.94377908637705,452.0239724130679,466.05440860684,464.54647533704195,408.44121573524205
408.6243124793713,450.6893371792457,464.7157457040042,463.20798320602904,407.123410726789
407.30547266326704,449.3548842058785,463.37714700650554,461.8695602812329,405.80628121001865
405.98714706612657,448.0205807863751,462.03860101549014,460.5311941649103,404.48970586398735
404.6692231160123,446.6863942141441,460.70009623210376,459.1928724593175,403.1735633677522
403.351250932272,445.3519502384934,459.36127848876487,457.8542401456624,401.8573955556133
402.0337925911712,444.01789925001304,458.0228216272646,456.51597007173336,400.5417548293029
400.7163981524633,442.68386698065734,456.6843714738873,455.1777072121295,399.22618295889845
399.39861774134664,441.3494791815517,455.34557386178795,453.839096548839,397.9102217849956
398.0810133359179,440.01538621452937,454.00710262245263,452.50081091856714,396.5944236035481
396.763135088249,438.6812138384841,452.6686035917342,451.1624953062161,395.2783302841167
395.4448704264025,437.34692934682465,451.33006527077924,449.82413731404245,393.9618205057586
394.12610677844066,436.0125000329597,449.99147616073344,448.48572454430257,392.6447729475303
392.80639370284024,434.6775514835552,448.652482037094,447.14690191679665,391.3267288392443
391.486294167032,433.34273434749343,447.3137568319415,445.80834237673474,390.00824154311147
390.1653579004754,432.0076742610785,445.97494633819224,444.4696908627022,388.6888524732188
388.84313377570794,430.67199661180166,444.6356962614159,443.1305922190911,387.3681021201185
387.52018604557065,429.33635242177246,443.2966806647158,441.79171953240467,386.04654523135326
386.19606384005175,428.0003671532426,441.9575452799129,440.452717675343,384.7237225749383
384.8706545872139,426.6640080996206,440.61827860815345,439.1135742501629,383.3995128299305
383.5438457151192,425.3272425543152,439.27886915058315,437.7742768591206,382.07379467538635
382.21518437664054,423.9896954053828,437.93896243734486,436.4344701574447,380.74610674852613
