heat_top_hat/cooled,heat_top_hat/middle,heat_top_hat/measure,heat_top_hat/1mmAbove,heat_top_hat/cooled_1mm_above
989.5730871175265,1032.1493616286784,1045.806093435894,1044.2488407259787,988.0445967920248
988.1937522330871,1030.7985441876817,1044.4874422002606,1042.9295778181272,986.6669356394613
986.8169324763812,1029.4445134672478,1043.163644935629,1041.6054927700673,985.2916879557018
985.4425388529589,1028.0874613793749,1041.8349585520975,1040.2768252843327,983.9187681877851
984.0704823683703,1026.727579836061,1040.5016399597644,1038.9438150634585,982.5480907827495
982.7003236150437,1025.3647116007635,1039.1636030588904,1037.6063589821847,981.1792200927953
981.3326749661566,1023.9997462810128,1037.8217897577717,1036.2653814402495,979.8127712739606
979.9670964499702,1022.6325272909478,1036.4761150439217,1034.9207803321458,978.4483081372213
978.6031502148321,1021.2628957366534,1035.1264899502596,1033.5724498413583,977.0853965271502
977.2414454537221,1019.8917446878154,1033.773862317099,1032.2213199342548,975.7246485493239
975.8815438191796,1018.5189157537899,1032.4181440672764,1030.8672856299536,974.365629572806
974.5233563167542,1017.1446008465748,1031.0595921108902,1029.510586630989,973.0082540446351
973.1667939519966,1015.7689918781681,1029.6984633580396,1028.1514626398953,971.6524364118503
971.8114210106337,1014.3919281752278,1028.3346653785236,1026.7898045823836,970.2977445681214
970.4578422969611,1013.0143066119695,1026.9691532677798,1025.426549247225,968.9447864113114
969.1056217148227,1011.635966772646,1025.6018351566408,1024.0615880889084,967.5931294691009
967.7543245589671,1010.2567475059026,1024.2326173263586,1022.6948108149363,966.2423426017842
966.404553547289,1008.877546789391,1022.8624576468019,1021.3271568346158,964.893031708261
965.0558736610116,1007.498203581941,1021.4912627629193,1019.9585162001083,963.5447653485503
963.7081959056854,1006.1189097955513,1020.1192895848101,1018.5891286139486,962.1974579696914
962.3614312868607,1004.7398573422194,1018.746795022573,1017.2192337786707,960.851024018723
961.0151463251987,1003.3608852566942,1017.37368452557,1015.8487205989964,959.5050335288164
959.6699411728423,1001.9828913900952,1016.0009179563319,1014.478530396649,958.1600899435969
958.3253821508538,1000.6057146416804,1014.628400799035,1013.1085521141547,956.8157631054808
956.9810362420179,999.2291947475453,1013.2560387932874,1011.7386749110731,955.4716234885155
955.6375026058737,997.8542283035279,1011.8847914184655,1010.3698397835707,954.1282735888612
954.2943480939634,996.4806547628214,1010.5145642516544,1009.001935744892,952.785283755524
952.9514837118386,995.1086660374241,1009.1456142029534,1007.635202497572,951.4425684355427
951.6088204650487,993.7384540393344,1007.778198182461,1006.2698797441451,950.1000420759567
950.2659400312334,992.369820320169,1006.4121732922373,1004.905811325376,948.7572892902756
948.9235126849968,991.003455861481,1005.0482437123125,1003.5437005290718,947.4149810433444
947.5811919224739,989.6389601915328,1003.6860141012107,1002.1831561041366,946.0727710834263
946.2386313489549,988.2759347524716,1002.3250908584473,1000.8237884036446,944.7303132594426
944.8965154446768,986.9150273498137,1000.96612515434,999.4662513741465,943.3882922174264
943.5544977887099,985.5558389664375,999.6087229706509,998.1101549837946,942.0463617821197
942.2125756028242,984.1983196834503,998.2528388284596,996.7554573254242,940.7045193936392
940.8707461087893,982.8424195819595,996.8984272488453,995.4021164918703,939.3627624921028
939.528663032333,981.4877422088546,995.5450965455307,994.0497445999667,938.0207450375061
938.187010609261,980.1349310962634,994.1934940021996,992.6989920150982,936.6791514504566
936.8454425426373,978.7835893957098,992.8432275730405,991.349470522823,935.3376356700472
935.5036126219188,977.4333217635896,991.4939065805986,990.0007931695009,933.9958517150554
934.1622049533199,976.0847694746762,990.1461762559802,988.6536084292757,932.6544838865599
932.8208733057673,974.7375368283421,988.7996455971288,987.3075290494209,931.3131861844008
931.479614901031,973.3915739056956,987.4542691251246,985.9625131227724,929.971956048696
930.13842696088,972.0468307878431,986.1100013610463,984.6185187421651,928.630790919562
928.796963366755,970.7029137246622,984.7664530758589,983.2751602885115,927.2893449006333
927.4559080373466,969.3604607400589,983.4242665456096,981.9330835132017,925.9483021199978
926.1149148371219,968.0190777907914,982.0830522748814,980.5919025517101,924.60731666563
924.7736376941762,966.6783719294757,980.7424217639798,979.2512324569425,923.2660426842139
923.4327604317554,965.3389795361976,979.4030157953378,977.911717604113,921.9251642157712
922.0919369631164,964.0005074087973,978.0644456378124,976.5729728328789,920.5843353932927
920.7511645100284,962.6629056283825,976.7266658124829,975.2349562360757,919.2435536568956
919.4104402942611,961.32612427606,975.3896308404289,973.8976259065383,917.9028164466971
918.0694183074393,959.9897714866663,974.0529532045872,972.5605978025193,916.5617779680196
916.7287822421939,958.6544814119422,972.7172716639076,971.2245144348918,915.2211221403309
915.3881860788675,957.3198619958525,971.3821985280988,969.8889916023074,913.8805031585375
914.0472838386663,955.985521869204,970.0473467299554,968.5536456774787,912.5395752552802
912.7067591529235,954.6520941534529,968.713354093778,967.2191183101686,911.1990222934232
911.3662660336971,953.3191873268778,967.3798334140664,965.8850257456788,909.8584984971579
910.0258017027568,951.9867514705861,966.0467392118999,964.5513260768439,908.5180013066013
908.6853633818725,950.654736665685,964.7140260083584,963.2179773964999,907.1775281618707
907.344605127326,949.3227521139416,963.3813072530808,961.8845965535002,905.8367333280281
906.0042104967432,947.9914297309883,962.0492196784589,960.5518241916783,904.4963005998188
904.6638335408139,946.6603786299673,960.7173766540573,959.2192770861243,903.1558842371322
903.3231283283295,945.3292082018497,959.3853917998905,957.8865722426193,901.8151385166175
901.9827783897638,943.9985499455167,958.053901472666,956.554349958952,900.4747472078789
900.6424377904493,942.6680132016578,956.7225192472561,955.2222271993293,899.134364584359
899.3021037521564,941.3375480513808,955.391199644741,953.8901620565867,897.7939880861757
897.9617734966546,940.0071045757927,954.0598971861998,952.5581126235596,896.4536151534459
896.6211010993546,938.6762922255625,952.7282255427042,951.2256959529631,895.1129000690213
895.2807700739338,937.3457423162713,951.3968209106284,949.8935521950705,893.7725265868241
893.940434495902,936.0150643122112,950.0652969741222,948.5612984146704,892.4321489897773
892.5997484361059,934.683867546487,948.7332672951503,947.2285515638733,891.0914215565881
891.2593954152164,933.3527835314637,947.4013682533666,945.8959519619724,889.7510280475007
889.9190295063139,932.0214216522129,946.0692134587471,944.563116605341,888.4106227432596
888.5786479311671,930.6897319898417,944.736757432371,943.2300035868134,887.0702030839818
887.2382479115465,929.3576646254576,943.403954695318,941.8965709992261,885.7297665097848
885.8974834964663,928.024828440604,942.0704183948233,940.5624354124182,884.3889672793622
884.5570382467064,926.6918557868663,940.7367856817816,939.2282378565782,883.0484891897099
883.2165667939917,925.3583662103915,939.402679430837,937.8936038653578,881.7079870362365
881.8757260520775,924.0240209444758,938.0677605360917,936.5581940072158,880.3671177164013
880.5352030830823,922.6895164191147,936.7327245955822,935.2227031714096,879.0265682521699
879.1946553842765,921.3545245462433,935.3972422435822,933.88680090197,877.6859960784582
877.8540836389567,920.0190586993734,934.0613257282433,932.550498487149,876.3454018237934
876.51348853042,918.6831322520183,932.7249872977178,931.2138072152004,875.0047861167027
875.1725275189979,917.3464163880109,931.3878969193331,929.8763960154657,873.6638063581828
873.8318877283738,916.0096087508597,930.0507513027115,928.5389608016925,872.3231496267323
872.4912266245987,914.6723806371839,928.7132205184946,927.2011705984411,870.9824733285989
871.1502016518953,913.3344029129787,927.374974242861,925.8626940667153,869.6414348499903
869.8094999666887,911.9963738677011,926.0367097771388,924.5242276656082,868.3007212994647
868.4687790183965,910.6579644698592,924.6980968914122,923.1854401426722,866.9599900679984
867.1280394903157,909.3191880929661,923.3591478338332,921.84634278616,865.619241784119
865.7872820657426,907.9800581105333,922.0198748525531,920.5069468843247,864.2784770763529
864.4461641655528,906.6402449273293,920.6799472012416,919.166920708763,862.9373533094815
863.1053729937419,905.3004477723858,919.3400630419258,917.8269615118335,861.5965576357222
861.7645659755046,903.9603371358636,917.9998917065006,916.4867376372306,860.2557474238192
860.4234005198063,902.6195831868772,916.6591022327543,915.1459171575826,858.9145800276274
859.0825638549869,901.2788856360382,915.3183932238834,913.8051977318546,857.5737426216986
857.7417133938068,899.9379147275816,913.9774337864944,912.4642474961021,856.2328925633688
856.4008498195624,898.5966838350192,912.6362361687388,911.1230777385779,854.8920304811647
855.0599738155511,897.2552063318637,911.2948126187687,909.7816997475353,853.551157003614
853.7187427743888,895.9131520629718,909.9528318773064,908.4397813218086,852.2099294695815
