heat_double_sin/cooled,heat_double_sin/middle,heat_double_sin/measure,heat_double_sin/1mmAbove,heat_double_sin/cooled_1mm_above
1032.3184775437087,1072.934009624158,1085.0797114277195,1084.7543968039292,1031.8651683124267
1030.8907857770082,1071.6861054055846,1083.9236158466242,1083.5946956584737,1030.436922506656
1029.465775316574,1070.4268930687783,1082.7527483495126,1082.4202710780103,1029.0114430263436
1028.0441043177138,1069.1574407757096,1081.5682129180134,1081.232229881398,1027.5893859713685
1026.6253363661733,1067.8778510965844,1080.3702162032916,1080.0307788191328,1026.1703125016
1025.2094001671724,1066.5885475100642,1079.1592627102564,1078.8164234122585,1024.7541490272263
1023.7962244259312,1065.2899534948122,1077.9358569438175,1077.5896691818205,1023.3408219584365
1022.3853770782316,1063.9821566988805,1076.7001856514044,1076.3507030551266,1021.9298969253297
1020.9775090292588,1062.666250154707,1075.4533859878204,1075.1006648899627,1020.5220225773377
1019.5721875354544,1061.3423237262064,1074.1956476947228,1073.8397445937906,1019.116763846656
1018.1689824612641,1060.0104590638798,1072.9271493111776,1072.5681209293423,1017.713688344215
1016.768540799781,1058.671761520547,1071.6490447962328,1071.286950471854,1016.3134407012585
1015.3704317908735,1057.3263146372915,1070.3615152956638,1069.9964145759125,1014.9155878873382
1013.9745841397616,1055.9745418927755,1069.065065314381,1068.6970187625623,1013.5200563126435
1012.5809265516657,1054.6168667656616,1067.7601993572932,1067.3892685528488,1012.1267723873632
1011.1890317402696,1053.2533630794735,1066.4470848668564,1066.0733316910735,1010.7353066468528
1009.799540908924,1051.8851523831017,1065.1268986411803,1064.7503874364747,1009.3462977792997
1008.4120262380018,1050.5123098485365,1063.7998100835894,1063.4206054780677,1007.9593157728868
1007.0260619317243,1049.1349059041588,1062.4659815285156,1062.0841485021626,1006.57393269157
1005.6422861576054,1047.754069214425,1061.126600377634,1060.7422062722794,1005.1907841098117
1004.2602726413178,1046.3698712309024,1059.7818305387273,1059.3949430311432,1003.8094416009201
1002.879950088082,1044.9827354322538,1058.4321765167056,1058.042864299799,1002.4298315750843
1001.5012472031177,1043.5930852971405,1057.0781428164778,1056.686475599291,1001.0518804424927
1000.1237403096948,1042.200987764166,1055.7198858429224,1055.3259337749635,999.6751624378323
998.7480632459626,1040.8075790194584,1054.358605502663,1053.9624409194107,998.3003086998976
997.3737919479097,1039.4129264826918,1052.9944591280878,1052.5961547872498,996.9268930669336
996.0005037912136,1038.0170962997329,1051.6276011163902,1051.2272302724166,995.5544908499936
994.6288304544457,1036.621226567461,1050.2592357770807,1049.85687375862,994.1837309786133
993.2583489807653,1035.2253835875345,1048.889518047345,1048.4852406607704,992.8141884239303
991.8889880753923,1033.8299908386157,1047.5189524320936,1047.112836499913,991.4457895961334
990.5206764435472,1032.435471799367,1046.1480434362354,1045.740166797093,990.0784609054112
989.1529928497655,1031.041893463075,1044.776944694466,1044.3673857827412,988.7117790798529
987.7865661036335,1029.650392773895,1043.4068626871322,1042.9957018147159,987.3463701207166
986.4209747284372,1028.2610363387898,1042.0379509430816,1041.6252689972825,985.9818105103815
985.0557981029916,1026.8738929607193,1040.6703641896652,1040.2562427160503,984.6176776010714
983.691675759192,1025.4900137330364,1039.3052134965421,1038.8897352632082,983.2546080643103
982.3282469175192,1024.1090539634165,1037.9421850332255,1037.5254307918362,981.8922389384435
980.9655123169767,1022.7309417901056,1036.581221627257,1036.1632699613015,980.5305684840268
979.6034726965676,1021.3556053513489,1035.2222661061794,1034.8031934309704,979.1695949616151
978.2417803580951,1019.9826217090376,1033.864914126959,1033.4447944309682,977.8089684670887
976.8811330933637,1018.6126218187662,1032.509803335747,1032.0887089747782,976.4493837676678
975.5211830259653,1017.2451820593897,1031.1565288974148,1030.7345297817008,975.0904907814736
974.1615829935143,1015.8798814316732,1029.8046878575024,1029.381851523299,973.7319401350329
972.8030297167603,1014.5173469582635,1028.4549150411003,1028.0313072845995,972.3744255329358
971.445175854539,1013.1571570120889,1027.1068070455678,1026.6824912719208,971.0175974252872
970.0880221458546,1011.7992397313958,1025.7603066984489,1025.33534414463,969.6614540726428
968.7315693297099,1010.4435232544297,1024.4153568272843,1023.989806562094,968.3059937355576
967.3754711404922,1009.0895894453064,1023.0715564990464,1022.6454752943133,966.950867916033
966.0204225063511,1007.7380595079777,1021.7295364227712,1021.302979153475,965.5967685654838
964.6660769819496,1006.3885147707167,1020.3888952904406,1019.9619145203001,964.2433470117159
963.3120888420274,1005.0405385949005,1019.0492332062558,1018.6218792415608,962.8902552766871
961.9591519345963,1003.6947491347593,1017.7111787608792,1017.2834999303205,961.5381842705617
960.6069203541048,1002.3507292710256,1016.3743317274372,1015.9463740896521,960.1867858424392
959.2553948395557,1001.0084071419453,1015.0386349334715,1014.6104423789221,958.8360582528745
957.9045761299534,999.6677108857649,1013.7040312065254,1013.2756454574982,957.485999762424
956.5541194043785,998.3282259912155,1012.3701220866809,1011.9415826628324,956.1362632507042
955.2047167031056,996.9905662658252,1011.0375332196477,1010.6088775506627,954.7875379103348
953.8560230239789,995.6543168096748,1009.7058658876236,1009.2771291907073,953.4394764503008
952.5076940909734,994.3190641671451,1008.3747223165781,1007.9459376325237,952.0917322594872
951.1604208551433,992.9854199792676,1007.0447267365321,1006.6159249620598,950.7449935106416
949.813858858659,991.6529704569698,1005.7154811594845,1005.2866910067181,949.3989134233525
948.4680088405237,990.321643738498,1004.386928412978,1003.9581764258664,948.0534902581759
947.122871539741,988.991367962098,1003.0590113245546,1002.6303218788713,946.7087222756672
945.7781035921964,987.6617310635087,1001.7313329705148,1001.3027282982133,945.3642637045557
944.4343941260701,986.3333418090522,1000.404515807029,999.9760159280295,944.0208010356739
943.0913995944958,985.0057878930077,999.0781627696163,998.6497855546106,942.6779883306817
941.7487771827948,983.6786578651507,997.7518772691215,997.3236384578761,941.3354803168868
940.4072149208432,982.3525592085317,996.4262810487105,995.9981941415048,939.993962486628
939.0663698106442,981.0270802866654,995.1009774223628,994.6730537848076,938.6530894014808
937.7262425912003,979.7021492377971,993.7759092176201,993.3481580471507,937.3128593219998
936.3868340015152,978.3776942001732,992.4510192620245,992.0234475879013,935.9732705087408
935.0478021463892,977.05330437893,991.125911231201,990.6985239621448,934.6339785110408
933.7098332176865,975.7295858544022,989.8012062655673,989.3740060472632,933.2956671749544
932.3725851359427,974.4061277374592,988.4765080170707,988.0494953736979,931.9579918863119
931.0357165599341,973.0825194056607,987.1514201445377,986.7245934793053,930.6206086823385
929.6999125741395,971.759366539296,985.8265637780676,985.3999192303445,929.2842004319753
928.364831652503,970.436258476856,984.5015425967241,984.075074185608,927.9484230102769
927.0304745340281,969.1131233565866,983.1762994280499,982.7499990044629,926.6132746777993
925.6968419577187,967.7898893167337,981.8507770995872,981.4246343462764,925.2787536950982
924.3635935093993,966.4661456542232,980.5245789493915,980.0985814163146,923.9445169036129
923.0314124203986,965.1424981186198,979.198326675915,978.7724596700526,922.61124556163
921.6999580907625,963.8185360597728,977.8716237106394,977.4458704096573,921.2785963506444
920.3688906648347,962.4938485054196,976.5440730234802,976.1184144585008,919.9462265892964
919.0388922574742,961.1690416883041,975.216297005255,974.7907119902666,918.6148165801358
917.7096228266784,959.8437047442858,973.887898763221,973.4623639708079,917.2840234831947
916.381070908237,958.5177777193936,972.5588326053247,972.1333231408089,915.9538355466366
915.0531762250866,957.1912482907901,971.2290987611315,970.8035905662227,914.624200969059
913.7255265525447,955.8637761985989,969.8983682560255,969.4728387014949,913.2947177119331
912.3987290210144,954.5360405629181,968.5673340057025,968.1417619108622,911.9660045130352
911.0723712653864,953.2077012782556,967.2356672019881,966.8100328208191,910.637659215908
909.7460413709415,951.8784176209055,965.9030383888912,965.4773233898196,909.309280040874
908.4203457924851,950.5488696383081,964.5701414538541,964.1443289841823,907.9814851605278
907.0948725305435,949.2187167614599,963.236647098332,962.8107217243113,906.6538727247429
905.7695491048395,947.8879585753067,961.9025670322945,961.4765147574773,905.3263809197247
904.4443030350958,946.5565946647936,960.5679129657104,960.1417212309497,903.998947931678
903.1187225520125,945.2242835310634,959.2323547002886,958.8060123438856,902.6711720957861
901.7934137267696,943.8917067713268,957.8965876230621,957.470084998029,901.343671275792
900.4679647980994,942.5585230419608,956.5602816781958,956.1336105376566,900.0160438155604
899.141963861249,941.2243903777263,955.2231062579821,954.7962597467263,898.6878879292591
897.8160172026304,939.8899913082788,953.8857575772801,953.4587303674772,897.3598216751811
896.4897129811965,938.5549840239325,952.5479051618439,952.1206933188885,896.0314433236559
895.1629787166693,937.2193681096326,951.2095607216429,950.7821617482302,894.7026910608887
893.8357419287728,935.8831431503253,949.8707359666471,949.4431488027734,893.3735030730855
892.5075901158423,934.545966401369,948.53109966678,948.1033246418303,892.0434770561867
891.179130665327,933.2085219506914,947.1913492966286,946.7633882737621,890.713232025808
889.8499512320536,931.8704672097367,945.851153744588,945.4230099760715,889.3823658131836
888.5196387334927,930.531458964931,944.5101814431291,944.0818595736683,888.050475613375
887.1888016631519,929.1921822417482,943.1691305507401,942.7406367538185,886.7181813962765
885.8570271506653,927.8522939830184,941.8276696093681,941.3990114495235,885.3850805397226
884.5242427157555,926.5117937736873,940.4858103289826,940.0569968080537,884.0511112299185
883.1903758781453,925.1706811987002,939.1435644195528,938.7146059766787,882.7162116530696
881.8550122160627,923.8286122608312,937.8005998111121,937.3715082903151,881.3799778529245
880.5187628087148,922.4862735523276,936.457615682014,936.0284044330461,880.043032022873
879.1812135392785,921.1433212328988,935.1142800567782,934.6849638310497,878.7049704685675
877.8419489597018,919.799410833835,933.7702605999448,933.3408555656312,877.3653883530113
876.5015821460784,918.4552298900318,932.4262570298472,931.9967808381925,876.024909583604
875.1596980109789,917.1104340900334,931.0819370965178,930.652408811203,874.6831296327332
873.8162240741259,915.7650230187855,929.7373125099257,929.3077526319325,873.3399866866037
872.4710878552422,914.4189962612335,928.3923949800405,927.9628254476517,871.9954189314211
871.1238718247024,913.0720085607649,927.0468517888974,926.6172959843248,870.6490197457891
869.7751931289615,911.7247490275504,925.701383434831,925.2718661708674,869.3014165267765
868.4246346918019,910.3768725627623,924.3556572703777,923.9262047975761,867.9522030415013
867.0717775119047,909.028033435754,923.0093403840418,922.5799804176006,866.6009714079577
865.7172416234387,907.6789217044452,921.6631336702142,921.233895315585,865.2483514969534
864.360608534166,906.3291917962928,920.3167042789053,919.8876180989123,863.8939358624768
863.0018057638096,904.9788432962431,918.9700639200853,918.5411619148531,862.5376626907338
861.6407608320923,903.6278757892413,917.623224303723,917.1945399106776,861.1794701679293
860.2770519137903,902.2759427524866,916.2758522557488,915.8474204188459,859.8189479945705
858.9113045980961,900.9237358276755,914.9286492106924,914.5005061822111,858.4567307973083
857.5430976616527,899.5709086506427,913.5812820409998,913.1534655706366,857.0924087917748
856.1720073621295,898.217114222003,912.2334174510323,911.8059668245619,855.7255700380039
854.798663067261,896.8630451363035,910.885757127453,910.4587128809809,854.3568523961142
853.4226416922551,895.5083545531123,909.5379678121434,909.1113720076369,852.985844488744
852.0438707568351,894.1530420573756,908.1900612150735,907.7639573518004,851.6124845020986
850.6622777807237,892.7971072340385,906.8420490462123,906.4164820607422,850.2367106223836
849.2775920830263,891.4402577012177,905.4936270003611,905.0686437223042,848.858260532442
847.8912327285168,890.0834645450977,904.1456426404048,903.721292539201,847.4785410124672
846.503712203569,888.726712357583,902.7979372149051,902.3742731413867,846.0980530507545
845.115541805366,887.3699857725354,901.4503522580885,901.027430498607,844.7172968486149
843.728298889941,886.0143111845698,900.1037640150508,899.6816437147237,843.3378329229271
842.3424947189462,884.6596730896248,898.7580138770289,898.3367576017181,841.960161343934
840.9589958567192,883.3064033008551,897.4132882183047,896.9929617719386,840.5851356349405
839.5786688675976,881.9548336314159,896.0697734131594,895.6504458377336,839.2136093192523
838.202028554565,880.6049506791874,894.7273124265975,894.309056285938,837.8460865316017
836.8306463713845,879.2577773355181,893.3867788807463,892.9696694289673,836.4841210146603
835.4650359761779,877.913299635594,892.0480153590335,891.6321313531599,835.1282156794559
834.1057169381338,876.5715063752946,890.7108662576237,890.2962900382489,833.7788796434378
832.7542518442258,875.2334163048412,889.3762024794812,888.9630189564982,832.4376573394484
831.4111584531593,873.899017402548,888.0438678960365,887.6321655414995,831.1050560056282
830.077303329273,872.5686414815707,886.7140488815717,886.3039194056017,829.7819291652833
828.753553036904,871.242620355064,885.3869318103679,884.9784701611532,828.4691303417184
827.440439526251,869.9209481813016,884.0623644181823,883.6556692469541,827.1671813274495
826.1395017315984,868.6046334104857,882.7412111673806,882.336383459865,825.8776022978211
824.8512686833316,867.2936689585555,881.4233190303993,881.0204634498137,824.6009120734047
823.5762824231622,865.9880532208786,880.1085383194841,879.7077633137263,823.3376426745997
822.3160623679689,864.6887864283398,878.7977284871811,878.3991446778568,822.0892944765881
821.0711469740298,863.3958654791015,877.4907389392582,877.0944607046142,820.856395872221
819.8424028056826,862.1096221863197,876.1877560499973,875.7939010063473,819.6398003848041
818.6306964272649,860.8303883631487,874.8889661936796,874.4976551954041,818.4403615376425
817.4365911367072,859.5581711657261,873.5942249309577,873.2055827697563,817.2586327678465
816.261564947781,858.2939537281668,872.3043814561499,871.9185347962978,816.0960727098109
815.1061764636528,857.0377412846334,871.0192901848451,870.6363695957522,814.9532300804631
813.9710043990727,855.7895472674525,869.7388103995113,869.3589504894423,813.8306737899615
812.8574965997933,854.5503425132315,868.4637839939923,868.0871210432033,812.7298321822075
811.7662264201801,853.3201382774516,867.194068962536,866.8207432554663,811.6512687915736
810.6980604245705,852.0992663732679,865.9298516794235,865.560006738579,810.5958371413643
809.6538651773031,850.8880586138356,864.6713185189366,864.3051011048906,809.5643907548861
808.6342495245555,849.6865405906267,863.4183359207655,863.0558970187485,808.557528700654
807.6406021585545,848.4956592467269,862.1717317028963,861.8132236026696,807.5766200984912
806.6735254557636,847.3154375719936,860.9313707782123,860.5769499553784,806.622257548491
805.7336490044881,846.1459094731823,859.6971244535473,859.346951729801,805.6950608373842
804.822320678321,844.988005517682,858.469810955757,858.1240482169417,804.7963583041678
803.9401629302322,843.8417567557632,857.2492999217113,856.9081133584588,803.9267626115465
803.0880423245595,842.7074950005812,856.0357777256921,855.6993367667009,803.0871272828255
802.2668254256408,841.5855520652909,854.8294307419808,854.4979080540164,802.2783058413103
801.4771808284181,840.4759774141687,853.6301393434475,853.3037121583338,801.5009569737325
800.7203795025409,839.3796709243318,852.4387038634615,852.1175500433842,800.7563323117224
799.9970817982863,838.2966787788016,851.2550027663431,850.9393046930969,800.0450823253504
799.3079823780303,837.2270607962337,850.0789224374337,849.7688671992058,799.367891664729
798.6543007421744,836.1716963998574,848.9112513283169,848.6070263634756,798.7259606903303
798.036722642809,835.130641872203,847.7518737726269,847.4536711779964,798.1199651800017
797.4561146442713,834.1042290264254,846.6009761446452,846.3089912551166,797.5507586570483
796.9133433108999,833.0927896756798,845.4587448186536,845.1731762071847,797.0191946447758
796.4091511869176,832.0964025945185,844.3250771548454,844.0461283529168,796.526005434944
795.9446631183632,831.1159097191475,843.2007398936875,842.9286142828453,796.0722971973665
795.5202286846759,830.1513046556119,842.0856257453387,841.820529369699,795.6584103814129
795.1347059203525,829.202272284364,840.97962742184,840.7217602190226,795.2831979265911
794.7868607631557,828.2691429510264,839.8834833382134,839.6330313178693,794.9454138564175
794.475158499615,827.3515162998044,838.7970814187465,838.5542221907608,794.643519492383
794.1981680230659,826.4492368981845,837.7205938792788,837.4854948283756,794.3760770928579
793.9544582268452,825.5621493136543,836.6541929356507,836.4270112213923,794.1416489162131
793.7425477204752,824.6898767663091,835.5977817422618,835.3786663815755,793.9387492078021
793.5611135693049,823.8327103082855,834.552073330397,834.3411589836868,793.7660437839498
793.4086664120852,822.99026933002,833.5169682059816,833.3143813547081,793.6220389900044
793.2837465740465,822.1621883027701,832.492377734097,832.2982368103108,793.5052705645193
793.1849865898666,821.3487356569578,831.4789986569463,831.2934075418698,793.4143602330686
793.1109199132584,820.5495421535718,830.476739558855,830.2997940558467,793.34783693855
793.0601154375584,819.7644523600992,829.485772655663,829.31755834292,793.3042629393345
793.031142056102,818.9933108440273,828.5062701632102,828.346862393768,793.2822004937925
793.0225689571548,818.2357700319535,827.5381580124834,827.3876241929757,793.2802137986994
793.0329691172993,817.4920622446434,826.5821040343367,826.4404968014636,793.2968658226653
793.0609066853094,816.7618363974024,825.6380311585391,825.5053951872344,793.3307158073305
793.1049637705642,816.0447552128088,824.7058745850791,824.5822466342626,793.3803406073021
793.1636864081642,815.3410303002762,823.7862837390888,823.6716857291162,793.444276771177
793.2356527672517,814.6503209904809,822.8791906870579,822.7736366147607,793.5210973027777
793.3194317411629,813.9724718509095,821.9847676448258,821.8882612818743,793.6093644604742
793.4135922232339,813.3073274490497,821.1031868282324,821.0157217211355,793.7076405026378
793.5167305287187,812.6545668709066,820.2343997669786,820.1559615445145,793.8145160169836
793.6273624489401,812.0143688000641,819.3790234472342,819.3095828899609,793.9284982453696
793.7440821909432,811.3864091296014,818.5370060447386,818.4765260210628,794.0481757652485
793.8654901965,810.7703762863238,817.7083094165139,817.6567448446635,794.1721429867978
793.9900929046429,810.166430152825,816.8935300263687,816.8508210333938,794.2988984026011
794.1164897481889,809.574256082374,816.092626245082,816.0587050212874,794.4270355169235
794.2432496204742,808.9936986424583,815.3057702884943,815.2805587990232,794.5551165881352
794.3689414148354,808.4246024005652,814.5331343724454,814.5165443572796,794.681703874607
794.4921651217608,807.8666705550115,813.7746984474747,813.7666335899768,794.805390794512
794.6114262508222,807.320033246391,813.0310230108173,813.0313724029635,794.9246759839214
794.7253256155808,806.7843907984609,812.3020843063083,812.3107290099786,795.0381537956166
794.8324585384488,806.2594547951579,811.5878736701293,811.6046865952986,795.1444126348641
794.9313387658972,805.7453384864472,810.8889289605132,810.9137686084872,795.2419600591988
795.0205635426644,805.241750701095,810.2052376746558,810.2379544292121,795.3293865128455
795.098701762087,804.7485360065893,809.5369720283967,809.577406048152,795.4052542541751
795.1643223175007,804.2655389704165,808.884304237576,808.9322854559853,795.4681255415578
795.2160054228757,803.7924843561117,808.2472454956995,808.3025954831476,795.5165730631431
795.2522932095399,803.329458855467,807.6262941668133,807.6888204942566,795.5491339701782
795.2717696458169,802.8761846758239,807.0214573849753,807.0909593077665,795.5643848302927
795.2730014830046,802.4323940111547,806.4327587876526,806.5090270399528,795.560884483359
795.2545566785212,801.998158572986,805.8606719832501,805.9434836081815,795.5371966728276
795.2150068372727,801.5732081184872,805.305216417506,805.3943399923196,795.4918852224016
795.1529208525952,801.1573872151453,804.7665643062602,804.8617581830456,795.4235123904518
795.0668676178248,800.7505404304478,804.2448878653527,804.3459001710379,795.3306404353485
794.9553841186579,800.3524115460502,803.7402323533806,803.846802377812,795.2117977547342
794.8170960116876,799.9630488991356,803.25302835695,803.3648823176248,795.065607135998
794.6505469682461,799.5821940335338,802.7833167224674,802.9001720682119,794.8906038011346
794.4542517167622,799.2095972061571,802.3311562108115,802.4527213324112,794.6852934641403
794.2271877779745,798.8452209429412,801.896788594274,802.0227612542265,794.4486564620195
793.9694199095244,798.488449675645,801.4794583790948,801.6095374081104,794.1807728708405
793.6813676979355,798.1386915236948,801.078366128915,801.2122521925284,793.8820846690176
793.3634507297297,797.7953546065158,800.6927124073741,800.8301080059446,793.5530338349635
793.0159959266655,797.4577613319349,800.3216045984435,800.462214852258,793.1939666511729
792.639600827497,797.1254925076718,799.9644330659212,800.1079632848952,792.8055089974662
792.234599838703,796.7978691249274,799.6203015482906,799.7664597377272,792.3880147599232
791.8012980705815,796.4742169324434,799.2883271387201,799.436823700269,791.9418080873565
791.3403370070961,796.1541096014762,798.9678801685538,799.1184261420641,791.4675594664401
790.8520289209756,795.8368719187745,798.6580746995318,798.8103835952501,790.9656003100824
790.3367933987438,795.5219120037647,798.3581112952946,798.5118984582923,790.4363725966972
789.7950500269234,795.2086379758725,798.0671905194827,798.2221731296554,789.8803183046978
789.2270697132896,794.8963781208714,797.7844415528605,797.940338823225,789.2977269580214
788.6335628839843,794.5847002782602,797.509209528183,797.6657420387561,788.68933885889
788.014807072081,794.2729325295138,797.240621618183,797.3975120538042,788.0554502295395
787.3710539523859,793.960402864031,796.9778118000382,797.1347846663626,787.3963311763193
786.7030527392698,793.6466792594275,796.7201149996191,796.8768965953217,786.7127611761165
786.0110614105464,793.3310899554355,796.4666638001302,796.6229823149939,786.0050166940891
785.2954995527388,793.013043071481,796.2166587652116,796.3722442238442,785.2735397086507
784.5567867523704,792.6919467269905,795.9693004585043,796.1238847203382,784.5187721982151
783.7951447790603,792.3671253864508,795.723726757086,795.8770431579352,783.7409541709266
783.0113831946853,792.0381533196064,795.4792637636292,795.6310481235445,782.9409258658799
782.2057295347403,791.704355998973,795.2350489846364,795.3850386679932,782.118933084231
781.378388914364,791.3650539553727,794.9902201808122,795.1381538273391,781.2751991326312
780.5302045266844,791.0198288712476,794.7441030735163,794.8897222106461,780.4105979926511
779.661386930425,790.6680027400799,794.4958356669362,794.6388831639885,779.5253584244629
778.7723557121093,790.3089836812959,794.2446185247125,794.3848390858313,778.6199224064806
777.8635304582601,789.9421798143219,793.9896522104856,794.1267923746401,777.6947319171176
776.935090676166,789.5669020831247,793.7300701971661,793.8638774530353,776.7499846914906
775.987931311789,789.1827505861625,793.4652057583065,793.5954311359069,775.786606420038
775.0222367788692,788.7890384877569,793.1941936336962,793.3205891769401,774.8047997255997
774.038172508705,788.3850691609208,792.9161622670886,793.0384807798448,773.8047483578944
773.0366619215288,787.9704573913885,792.6304543762913,792.7484525846836,772.7874063176456
772.0178750328008,787.5445092271607,792.3362002859963,792.4496357388806,771.752961902806
770.9822314290438,787.1066327876621,792.0326005598431,792.1412326409002,770.7018570917886
769.9301506967812,786.6562361923192,791.7188557614725,791.8224456892075,769.6345338630075
768.8617769567963,786.1926071653463,791.3940818591478,791.4923913051724,768.5511549213164
767.778076787484,785.7153910323807,791.0576454982607,791.1504406724903,767.4527169229666
766.6791983566568,785.2238789503181,790.708665551409,790.7957131772922,766.339386555248
765.565274287597,784.7173474351272,790.3462480449131,790.4273151205266,765.2113152537107
764.4372944759921,784.1954637743037,789.969778893991,790.0446373140819,764.069522552703
763.2953952698623,783.6575083711297,789.5783676433564,789.6467896363168,762.9141635307207
762.1399962557314,783.1028893450315,789.1712148566497,789.232974485697,761.7456801661774
760.9715170201224,782.5310148154349,788.7475210975114,788.8023942606874,760.5645144374873
759.7900731731395,781.9411395875675,788.3063717290768,788.354134310993,759.3708012620058
758.5966891739595,781.3329736127141,787.8471929695388,787.8876263299416,758.1655937762682
757.3914838202917,780.7057763411091,787.3690747238212,787.401960265696,756.949029974778
756.1745638032298,780.0587877324454,786.8710875003328,786.8962064460318,755.7212362216834
754.9469717422626,779.3917469744447,786.3526866126614,786.3698259954868,754.4832830994253
753.7088171937987,778.70389912644,785.8129477250633,785.8218944529444,753.2352997098094
752.4604920740766,777.994812886153,785.2512609305498,785.2518052116443,751.9776944875337
751.2022776181976,777.2646992644911,784.6677744396151,784.6597156439274,750.710741692432
749.9341015884203,776.5137350283213,784.0626683962334,784.0458142464248,749.4343542029428
748.6568667851458,775.7426762660087,783.4365903671505,783.4107637177574,748.1494261714879
747.3705034050812,774.951704985063,782.7897259477085,782.7547580532072,746.8558727771888
746.074932296075,774.1409827999653,782.122239445261,782.0779697872512,745.5536003656648
744.7710702821158,773.3112963892769,781.4348103592177,781.3810938104056,744.2435163398734
743.4588404507341,772.462812322698,780.7276081888774,780.6643078882121,742.9255291612196
742.1384963667462,771.5959021894317,780.0009706741054,779.9279603877865,741.5998795458218
740.8102915949686,770.7109375786808,779.2552355547663,779.1723996762438,740.266808209797
739.4741367581101,769.8080567546887,778.4905424742853,778.3977734693374,738.9262118437931
738.1309694550393,768.888093572181,777.7076206922864,777.6048267409923,737.5790174688645
736.7807022235464,767.9511907749314,776.9066146117824,776.7937119920651,736.2251235832915
735.4232403301633,766.9974737583269,776.0876501150948,775.9645631169774,734.8644218241766
734.0595322808779,766.0278024002283,775.251484243478,775.1181529999027,733.4978495045607
732.6894850625371,765.04230629013,774.3982473794184,774.2546200527803,732.1252998842818
731.3133522399575,764.0413570172349,773.528277262781,773.3743126427257,730.747013679458
729.9313873779563,763.0253261707464,772.6419116334313,772.4775791368553,729.3632316062079
728.5434881148947,761.9943196015687,771.7392551688371,771.5645321787841,727.9738381120357
727.1506185377021,760.9492367522172,770.8211077523155,770.6359876002588,726.5797851973304
725.7526776804551,759.8901871920143,769.8875781291433,769.6920621164514,725.1809586241804
724.3495593835733,758.8172661865406,768.9387592912014,768.732856690472,723.7772392658215
722.942235524636,757.7313946343824,767.9754747524046,767.759210782665,722.3695864560774
721.5306011450108,756.6326712341154,766.9978213130192,766.7712291601108,720.9578821978703
720.1149098095145,755.5214675749428,766.0061367129106,765.7692601899249,719.542367207318
718.6954150829637,754.3981552460673,765.0007586919432,764.7536522392231,718.1232822005387
717.2720057745775,753.2628137743418,763.9817624962221,763.7244885882277,716.7005033265456
715.8456641489381,752.116396011497,762.9500075635715,762.6826445090189,715.2749996757605
714.4162798916113,750.9589844416923,761.9055725161246,761.6282066398288,713.8466482187303
712.983739572109,749.790650289986,760.8485229899146,760.5612487211971,712.4153230094744
711.5490301291942,748.6123632971193,759.7797379023312,759.482665372155,710.9819975132991
710.1120388139593,747.4241973600349,758.699286006014,758.3925334236662,709.5465464208606
708.6730191912205,746.2265240679353,757.607505040827,757.291201242846,708.1092104482765
707.2322248257951,745.0197150100238,756.5047327466361,756.17901719681,706.6702303116651
705.7895398529621,743.8038294783879,755.3910204727739,755.05604091113,705.2294778061979
704.3459564045503,742.5798615554011,754.267276142388,753.9231956807353,703.78793122303
702.9013589728183,741.3478727293447,753.13355378906,752.7805437756592,702.3454626858164
701.455631011574,740.1079162740441,751.9898972275679,751.6281374226156,700.9019433740108
700.0097662103566,738.8609985938199,750.8372297095918,750.4669149818357,699.4583529951014
698.5636481851861,737.6071748732684,749.6755974747356,749.2969310569088,698.014562872128
697.1175305008798,736.3468167015927,748.5053382628645,748.1185340149514,696.570813721209
695.671666722254,735.0802956679962,747.3267898138434,746.9320722230785,695.1273462584626
694.2259404658528,733.8076569190877,746.1399851148265,745.7375873609542,693.6840318698685
692.7813454203427,732.5299235893093,744.9458695050985,744.5360393288701,692.2418501580142
691.3377650398803,731.2471422603521,743.7444779642826,743.3274717374051,690.800672344314
689.895083817772,729.9593543440945,742.5358380204948,742.1119210081895,689.3603706783056
688.4542938839264,728.6675907298637,741.3209061905195,740.8903578251686,687.9219232203588
687.0152793744953,727.3718939791962,740.0997117355182,739.6628202733012,686.4852018705476
685.5782938542956,726.0726356812954,738.8725923953563,738.4296567197035,685.0504473449906
684.1435908881442,724.7701874253647,737.6398859098987,737.1912155314908,683.6179003598057
682.7110157305952,723.4645383881984,736.4015764470579,735.9474871190457,682.1873963326914
681.2813454534361,722.1564891567675,735.1584558453287,734.6992615298255,680.7597108909813
679.8542148306203,720.845790234413,733.910329780814,733.4463354107804,679.3344814580079
678.4292612370408,719.5321894108446,732.6569988033667,732.1885005949014,677.911347972379
677.0072158767754,718.2164434667253,731.3992264769944,730.9265153485846,676.4910428150199
675.5877154738449,716.8983008377421,730.1368145861929,729.6601726643162,675.0732052942716
674.1707617957624,715.5778458520526,728.8698850866734,728.3895868962943,673.6578392857609
672.7563566100409,714.2551628378131,727.598559934147,727.114872398718,672.244948665115
671.3441405528878,712.9299966785524,726.3226339733217,725.8358156460008,670.8341765373222
669.9348383080145,711.6031100752488,725.0428823346166,724.553185768085,669.4262489555082
668.5280898584936,710.2742484494553,723.7591009412606,723.2667702524876,668.0208083894325
667.123537802819,708.9431552000439,722.4710815894864,721.976352709737,666.6174998558855
665.7219029014869,707.6105960620804,721.1796056003402,720.6827080853834,665.2170455873663
