cooledVariable,middle,measureVariable,1mmAbove,1mmbelov
536.5671144823716,543.2971920153063,536.6937449865383,555.3476049897627,557.3810088861034
535.4278687739981,542.1072239369836,535.5535852892817,554.0938333367147,556.1215639548996
534.2971662889508,540.9246052562798,534.4219475944387,552.8457578298404,554.86752739196
533.1752033833708,539.749538342053,533.2990285278463,551.6035886916201,553.6191010731117
532.0618926211872,538.5819277220867,532.1847406704172,550.367220495951,552.3761695060094
530.9580003061236,537.4225735102945,531.0798510958051,549.1374964091664,551.1395708683527
529.8634366892214,536.2713782233631,529.984270077296,547.914309412299,549.9091881539504
528.7781215753319,535.1282527337869,528.8979174213559,546.6975591812181,548.684910722532
527.7028069371582,533.9939846214996,527.8215459015619,545.4880788397874,547.4675672027121
526.6374101158402,532.8684825924566,526.7550728657221,544.2857663095365,546.2570452853103
525.5821274675187,531.7519490155157,525.6986949396738,543.0908318129465,545.0535468461528
524.5371553483353,530.6445862595349,524.6526087492549,541.9034855724982,543.8572737610667
523.5024266364567,529.5463168074814,523.6167471500163,540.7236368435904,542.6681245100846
522.4786674093198,528.457905277406,522.5918370690758,539.5520998601438,541.4869097396451
521.4658078300149,527.3792717266743,521.5778086516164,538.3887818541019,540.3135260024405
520.4637892243004,526.3103462265846,520.5746031870702,537.2335984747182,539.1478778711668
519.4733209252541,525.251878373968,519.582930885824,536.0873513296789,537.9907639619996
518.494341392734,524.2037956590788,518.6027301759104,534.9499538833071,536.8420867652304
517.5270469828814,523.1663004507748,517.6341976831671,533.8216163580838,535.7020481566861
516.5716340518373,522.1395951179143,516.6775300334313,532.7025489764899,534.5708500121934
515.6280590097225,521.1236234148955,515.732683579029,531.5926791203717,533.4484080923303
514.6970012722549,520.119107831411,514.8003386562698,530.4927852013453,532.3354988959393
513.7784141322901,519.1259892817535,513.88044850437,529.4027921472114,531.2320358427633
512.87226365421,518.144220352272,512.9729791178635,528.3226350255533,530.1379420266336
511.97921009603374,517.1745060242004,512.078591699675,527.2530770379877,529.05397943495
511.09921625405434,516.2167958883391,511.19724898019757,526.1940506365775,527.9800686656447
510.2324784844127,515.2712923135462,510.3291475852684,525.145766043803,526.9164115945441
509.37919314325035,514.3381976686796,509.4744841407252,524.1084334821454,525.8632100974753
508.53934339035925,513.4174802958181,508.6332417178055,523.0820019048457,524.8204005237311
507.7135555443036,512.5098139237987,507.80604761773714,522.0672070113219,523.7887186082193
506.90176016682443,511.61512151096923,506.9928324183272,521.0639619929788,522.7680695985728
506.1037057348633,510.73317069993277,506.1933450029644,520.0720602936641,521.7582565941799
505.3197026374801,509.8643625462059,505.4078973702432,519.0920226316107,520.7598283186816
504.5494467158352,509.0084192502982,504.63618587195197,518.1236066031155,519.7725566800643
503.79283985448984,508.1652904063479,503.87811326845275,517.1668251674652,518.7964734701769
503.04978393800576,507.334925608493,503.1335823201082,516.2216912839469,517.8316104808687
502.31999577473647,506.5170667423416,502.40231033028397,515.287980421499,516.8777568073858
501.6037508081215,505.7120820546331,501.68457437798077,514.3661835103643,515.9354325276917
500.90076241493296,504.91971018252946,500.98008833702454,513.4560730325403,515.0044238522624
500.2107575484112,504.13970268036906,500.28857965088685,512.5574334384631,514.0845285802368
499.53399128685794,503.37240841871306,499.61030504366516,511.67073770533364,513.1762494062135
498.8701872272961,502.61757574217125,498.9449886039825,510.7957672866931,512.2793812201414
498.21924725428704,501.87515424488186,498.2925330922014,509.9325351418283,511.3939558138694
497.58107325239195,501.14509352098264,497.65284126868397,509.0810542300262,510.5200049792461
496.9554085799779,500.4271609806881,497.0256569785456,508.2411240367393,509.6573411842049
496.3424753794918,499.7216737182805,496.41120401811565,507.413187485726,508.8064378264537
495.74201377868496,499.0283959987726,495.80922300214166,506.59704104895366,507.9671044240376
495.15377667786123,498.34710459134936,495.2194673182771,505.79249327301216,507.13916234415194
494.57796706022935,497.6780978336343,494.6421416030836,504.9999689693397,506.3230672103996
494.0143346708419,497.02114938832835,494.07699608853846,504.21927366108673,505.5186374156684
493.4627813942598,496.3762088495693,493.5239335350037,503.45042030754007,504.7259047518068
492.9232091150447,495.7432258114954,492.9828567028418,502.69342186798656,503.9449010106643
492.3953861337455,495.1219923829195,492.4535343854378,501.94810205675935,503.1754625538378
491.8794845074791,494.51277615768237,491.9361402834093,501.2148553663999,502.41801505682525
491.3752695071448,493.9153662026398,491.43044015894606,500.493502471212,501.67239186621754
490.8825183722785,493.3295636758155,490.93621175040323,499.78387622630504,500.93843843824544
490.40138520665914,492.7556180339111,490.4536107937665,499.0863528526223,500.21656228355954
489.9316442955368,492.19332743171043,489.982412070887,498.4007621552896,499.5066058189645
489.4731975234729,491.64264146335177,489.5225183421272,497.7271170935938,498.8086008363093
489.02594677502896,491.10350972297294,489.0738323678494,497.06543062682175,498.1225791274429
488.58968368510335,490.5757481919769,488.6361462962282,496.41555091055267,497.4484014686046
488.1645334411479,490.05957661578026,488.20958691912983,495.77782358137995,496.78644477112607
487.7502848493773,489.5548080370728,487.7939435527057,495.15209372830935,496.13656673112234
487.3467378807275,489.06126717670884,487.389016692533,494.53821872733516,495.49863741483705
486.95400097521167,488.5791562624849,486.99491636098145,493.9365257841748,494.87301517801313
486.5718713504456,488.10829711525946,486.6114402962963,493.34686919829517,494.2595669823499
486.2002508909911,487.6486393291708,486.23849125883993,492.76926192898304,493.6583246196966
485.8390414814093,487.20013249835665,485.8759720089745,492.20371693552505,493.0693198819018
485.48805648311657,486.7626156508023,485.52369645618444,491.6501070271128,492.49243848082483
485.14737742956294,486.3362623355157,485.1817476705448,491.10872855965954,491.928007521676
484.81681505444715,485.92090874501315,484.84993692868824,490.57945124923884,491.37590957107193
484.4961904522729,485.5164023369711,484.528085889934,490.06215720509596,490.8360398262465
484.1855696149515,485.12289976229715,484.21626204999615,489.55712419299084,490.30870644608
483.884771084633,484.74024568191663,483.9142845100338,489.064231219097,489.7938014581443
483.5936967458788,484.36838968996767,483.62205603040934,488.5834912427012,489.2913566542884
483.3122484832505,484.0072813805883,483.33947937148525,488.11491722309034,488.801403826361
483.04025977684944,483.65678200233697,483.06638861057456,487.65840683543314,488.32385414281845
482.77777172178884,483.3170205598301,482.80282628292184,487.2142067302319,487.85898386079486
482.52461537141903,482.9878555694022,482.5486240321616,486.78221146299416,487.40670093838594
482.28063133597936,482.6691563995437,482.30362308787414,486.362328088581,486.9669262247937
482.0458338708336,482.36101313468106,482.06783887553075,485.9547491349021,486.53987739121334
481.8199987142841,482.06317924175517,481.8410466129862,485.5592016613943,486.12527580773275
481.602952726233,481.77546846525297,481.6230726773169,485.1754863883738,485.72291777299955
481.3945227665817,481.4976945496606,481.413743445599,484.80340403615673,485.3325995856613
481.19448556151974,481.22960385368214,481.2128349417546,484.4426644400417,484.95402214488337
481.0027703333964,480.971147318152,481.02027635122397,484.0932529410451,484.5871755002935
480.819151669052,480.72206882930726,480.83584155142387,483.7548764727815,484.23175754689123
480.64341244726955,480.4821218777342,480.65931273959814,483.4272532701842,483.88747788415446
480.4754694522191,480.2512429974365,480.49060662118075,483.11035172193067,483.5543090046193
480.31510355632656,480.0291833495997,480.3295033802732,482.80388731434005,483.23195766006444
480.16214161949375,479.8157566787102,480.1758293939518,482.5076607677288,482.9202201491378
480.0164105016226,479.61077672925484,480.02941103929294,482.2214728024127,482.61889277048687
479.877702448833,479.41400792408615,479.8900399129505,481.94505463174335,482.327698580478
479.7459152889763,479.22536469424045,479.7576136992753,481.67834843245413,482.0465828971028
479.62083948346,479.04460937160417,479.63192220404187,481.4210829243901,481.77526618979596
479.50227236699857,478.8715123663146,479.51276213025875,481.1729964959012,481.51347896342827
479.3901014572632,478.7059759917733,479.40002081620474,480.93401682065394,481.26115148251637
479.28412243724733,478.5477687102167,479.2934933073715,480.70387994656147,481.0180118214653
479.1841621668525,478.3967042661314,479.1930059808354,480.48238659393996,480.78385627892294
479.090047505981,478.2525964040042,479.0983852136727,480.26933748310586,480.5584811535372
479.0015833834116,478.11522455864036,479.00943533008524,480.0644819398374,480.3416283207915
478.9186419070412,477.9844727556706,478.92602820370297,479.8677255078367,480.13320504320905
478.8410265755729,477.86011872043423,478.84796672347346,479.6788154275531,479.93295102657567
478.76854634238003,477.74194673042314,478.775059252986,479.49750697512815,479.7406143430712
478.70106513317944,477.6298309828295,478.70716945373266,479.323693640468,479.55608970536025
478.6383906042596,477.5235541887444,478.64410438741095,479.1571287674544,479.3791231723909
478.5803496155227,477.4229300926547,478.5856904310973,478.99761307640375,479.2095110428109
478.5267690268704,477.32777243904695,478.53175396186833,478.8449472876322,479.04704961526824
478.47746361246857,477.2378726224829,478.4821091862886,478.6988955737202,478.8914962462796
478.4322854348043,477.1530903675804,478.43660785763666,478.55933337658894,478.7427268190678
478.3910481926037,477.0732157409352,478.3950631028483,478.4260231916665,478.60049693768576
478.35356962062707,476.9980438351978,478.3572921009098,478.298733917261,478.46456890353863
478.3196957271806,476.9274268357429,478.3231405268941,478.17733139076864,478.3348085536064
478.2892433045769,476.861158650321,478.2924246135214,478.061582986415,478.2109765932969
478.2620392127175,476.7990530234181,478.2649707378676,477.95128942451595,478.0928693212573
478.23791031150415,476.7409236995211,478.24060527700937,477.84625142538783,477.9802830361355
478.2166783832175,476.6865709807519,478.2191494746907,477.74624474278795,477.8729872373981
478.198181119479,476.63583639510796,478.20044065420615,477.65112124810685,477.7708331051348
478.18223958176566,476.5885192982454,478.1842993352964,477.5606554261265,477.6735888035822
478.16867744895274,476.5444225457763,478.1705486671595,477.47462653169583,477.5810275252862
478.1573284864806,476.5033824156519,478.15902202881927,477.3928792809524,477.4929929077111
478.1480157854124,476.4652009600841,478.1495419788325,477.3151918128392,477.40925696463887
478.14056620565,476.42969192355935,478.14193489427583,477.2413648476726,477.3296159947174
478.1348066070954,476.3966690505646,478.1360271522257,477.17119910576884,477.25386629659465
478.13056294287156,476.3659384985853,478.13164418842115,477.1044786564365,477.18178617460256
478.12766420827865,476.33732970339145,478.1286145865416,477.04103833178664,477.113208781866
478.12593599027224,476.31064825750263,478.1267634139474,476.98066134032905,477.04791150472033
478.12520507457083,476.28570172729735,478.12591694486565,476.9231340278291,476.98567508877005
478.1252986582923,476.26231658769444,478.1259019526377,476.86828652041515,476.92632764812953
478.12604329397936,476.2402999831721,478.1265444764744,476.81590445612335,476.86964916687276
478.1272923614477,476.21949206829953,478.1276974696319,476.76581372552357,476.8154611184871
478.12900532016823,476.19983863797523,478.1293201900854,476.71794090019955,476.7636856758186
478.13116875965045,476.1813072959208,478.13139906118516,476.67222629491005,476.7142578330533
478.1337675488193,476.16387972741296,478.1339188498862,476.6286450425807,476.6671502288408
478.13678816380514,476.14752325128103,478.1368658647212,476.587136908684,476.622297259922
478.14021751274356,476.1322062832935,478.14022685175877,476.54764378183756,476.5796356320806
478.1440398165381,476.11790886328356,478.1439859216365,476.5101376101817,476.5391345203287
478.14824188071475,476.10459914347723,478.1481297164864,476.47455977011555,476.5007300734476
478.152809684658,476.09224932885576,478.15264407046357,476.44086200347635,476.4643696391228
478.15772920775277,476.08083162440005,478.15751481772264,476.4089960521012,476.4300005650398
478.1629878173613,476.07031565690846,478.16272916963567,476.3789061804906,476.3975621399184
478.1685687979851,476.06067900857306,478.16827028809894,476.35055952324177,476.36701830549544
478.17445943232553,476.0518910782314,478.17412529868267,476.3238998944143,476.33830786089146
478.18064732020906,476.04392213391907,478.1802816484228,476.29887283580524,476.31137148285774
478.1871152704389,476.03674845400315,478.1867220170059,476.2754428903502,476.2861702966244
478.1938508089499,476.0303400999084,478.1934337765474,476.25355518647314,476.2626445297866
478.2008399151269,476.02466927661595,478.2004027612018,476.2331614660114,476.2407415300299
478.20806856835503,476.0197081891075,478.2076148051248,476.21421347080263,476.22040864504015
478.2155246840904,476.01542803177546,478.21505767557096,476.19665862427405,476.20158859524855
478.22319042192817,476.0118031946908,478.2227133936548,476.18045764432304,476.18423835112276
478.2310536413817,476.00880470121746,478.23056966984495,476.1655576027816,476.1683002513405
478.23910240421145,476.0064042161772,478.23861442000765,476.1519069038136,476.15371808080073
478.2473185666352,476.0045751674334,478.2468293571541,476.13946426677614,476.1404466405932
478.25569014523956,476.0032890701284,478.25520235124503,476.12817778130534,476.12842937430617
478.2642031194093,476.0025181292436,478.2637192364352,476.1179991892384,476.1176136296252
478.2728434685292,476.0022345497599,478.27236584687955,476.1088802324127,476.10794675423585
478.28159942639275,476.00241063818487,478.28113027357927,476.10077070237,476.09937403746045
478.29045248720325,476.00301850342913,478.2899938611415,476.0936264819336,476.091847204139
478.2993908575289,476.0040303379023,478.29894467279627,476.0873971098955,476.0853112696861
478.30840283130567,476.00541874773114,478.30797086110175,476.08203306197186,476.0797122643264
478.31746977168217,476.00715522123755,478.31705363666947,476.0774888155691,476.07500039065206
478.3265799561387,476.0092122718006,478.3261811351679,476.0737146307217,476.0711214454233
478.3357193640599,476.0115621044012,478.33533919075154,476.07066224926643,476.0680227763252
478.34487397483065,476.01417692402083,478.34451363757546,476.0682834130409,476.06565173104366
478.3540321108231,476.0170296937996,478.35369265824875,476.0665294908875,476.0639553049704
478.3631750603653,476.02009115245096,478.3628573851475,476.06535311218295,476.0628817029609
478.3722911473218,476.0233342059487,478.37199600212466,476.0647054918652,476.0623777543447
478.38136866804666,476.026731946244,478.3810966662933,476.0645383863895,476.0623908718513
478.3903889521349,476.0302548330789,478.39014055014036,476.06480361283866,476.06286838521766
478.3993403082022,476.03387592258787,478.399115822904,476.0654528108314,476.06375758155417
478.4082087156338,476.0375674197523,478.4080083187391,476.066437722205,476.0650058085465
478.4169801538142,476.04130152955327,478.4168038718007,476.06771008879684,476.06656041388027
478.4256428039366,476.0450514162832,478.4254905241679,476.0692220659363,476.06836923619557
478.43417820796924,476.0487873594195,478.43404966026094,476.0709246111806,476.07037868600514
478.4425745773153,476.0524825230199,478.44246935241847,476.07276982479993,476.0725365437328
478.45081998098925,476.05611002937883,478.4507375301703,476.0747099531758,476.07479074179196
478.45889617454804,476.0596402206203,478.45883579215473,476.076695734694,476.07708746270646
478.4667912679852,476.0630462401534,478.4667521090417,476.0786793977441,476.0793746211158
478.4744912406858,476.0663002929596,478.47447231498626,476.0806126841636,476.0815995647058
478.4819820720346,476.06937458402,478.4819822441433,476.0824473357897,476.0837096411621
478.48925480937453,476.0722475389798,478.4892728326516,476.0841442037243,476.0856621925013
478.4963078833208,476.0749174505116,478.4963425048538,476.08569762910815,476.0874511460363
478.5031485706676,476.07739035396054,478.50319857475205,476.08711196725113,476.08908146429707
478.5097839306974,476.0796720829096,478.509848137592,476.08839143101955,476.0905579473499
478.51621595490116,476.0817667441284,478.51629321007744,476.08953926864416,476.0918842818467
478.52245175486706,476.0836802196119,478.5225409400583,476.0905597271013,476.09306530676145
478.5284967175894,476.0854177830257,478.5285967470052,476.09145670874904,476.0941054636125
478.53435623006214,476.08698470803574,478.5344660503887,476.0922341159454,476.0950091939184
478.540037110716,476.088386606407,478.5401557032332,476.0928960059859,476.0957811202564
478.54554183964206,476.08962803529624,478.5456682136226,476.09344594323863,476.09642528994215
478.5508772806802,476.09071464812894,478.55101048024767,476.0938880141132,476.0969463587749
478.5560501242975,476.09165193977924,478.55618922744776,476.09422619455023,476.09734885648237
478.5610631106502,476.09244470523697,478.5612072248403,476.0944642146255,476.0976370194915
478.5659229714765,476.0930984769858,478.56607123826774,476.0946060763958,476.09781540733974
478.57063509377093,476.0936185286917,478.570786687201,476.0946556822196,476.09788846154566
478.57520486452745,476.0940101340203,478.5753589911104,476.09461693445473,476.0978606236276
478.57963878853406,476.0942786200397,478.57979468761977,476.0944936934385,476.0977362913136
478.5839399842012,476.09442912410236,478.5840969267152,476.0942899254488,476.0975199707156
478.588114990692,476.0944670041352,478.58827228058595,476.0940095119437,476.0972160836858
478.592170217936,476.0943975027237,478.5923271914751,476.09365625588686,476.09682896239735
478.5961089781987,476.0942259302365,478.5962650042931,476.09323424130105,476.0963632474839
478.5999377116468,476.09395755606704,478.60009219168603,476.0927472892734,476.0958232918311
478.60366180527467,476.09359765388115,478.60381417312453,476.09219930216204,476.09521353695726
478.6072866460762,476.0931514973446,478.60743636807894,476.09159418232485,476.09453842438074
478.61081851347456,476.09262421524886,478.61096508758175,476.0909356570892,476.09380219976396
478.61426098764406,476.0920213523013,478.614403945902,476.0902279667457,476.0930096824476
478.6176203713492,476.09134805735073,478.6177592775376,476.08947485175,476.09216513312094
478.62090288225846,476.0906094071139,478.62103733144403,476.08868000603644,476.0912727591855
478.62411222819264,476.0898110544981,478.62424185020683,476.0878477396785,476.0903374599151
478.6272546460239,476.0889580922267,478.62737910208415,476.0869817567417,476.08936345432664
478.6303355227465,476.08805579396534,478.63045450654664,476.0860859595837,476.0883551839384
478.63336024535465,476.0871094333799,478.63347348306496,476.085164250563,476.08731709026887
478.6363349561835,476.0861240274058,478.63644220488976,476.08422028794536,476.0862533396987
478.6392635206168,476.0851053552644,478.63936457295387,476.08325845813704,476.0851689192294
478.64215209329734,476.08405844314643,478.642246772873,476.0822824245392,476.084068001171
478.64500678791086,476.082988288321,478.6450949491256,476.08129583600623,476.0829547409379
478.64783153127786,476.081900713393,478.6479130643519,476.0803031007651,476.0818341508759
478.6506324452535,476.08080072083584,478.6507072712324,476.0793078698076,476.08071038891717
478.65341491683245,476.0796935843155,478.653482989238,476.07831404549216,476.0795878965801
478.65618433300847,476.0785845774976,478.6562456378392,476.0773255301767,476.0784711153831
478.6589467873065,476.0774786918814,478.6590013413143,476.07634597701394,476.0773642052085
478.66170625376503,476.0763817683625,478.6617541096412,476.07537979062954,476.0762721751516
478.66446882718265,476.07529879689383,478.66451006836303,476.0744306213187,476.07519918192725
478.66724060553906,476.07423478171626,478.66727534629,476.07350213680354,476.0741494017457
478.6700255581003,476.07319554229235,478.67005394849883,476.07259871556784,476.0731278144575
478.67282977998195,476.072186077266,478.67285200090174,476.07172401947884,476.0721385896941
478.6756586581783,476.07121166030265,478.6756749229692,476.07088195089443,476.0711861689734
478.6785175796835,476.0702775650685,478.6785281341719,476.0700764121728,476.0702749938141
478.6814126774897,476.0693888440471,478.68141779862634,476.06931111530247,476.06940929038456
478.6843478577349,476.0685512269671,478.6843478577349,476.06859035523087,476.06859394430563
478.687328102039,476.0677686377422,478.6873233173031,476.06791697892163,476.06783219868817
478.69035386938896,476.06704058946923,478.69034463337954,476.0672904634209,476.0671234663795
478.6934221479022,476.06636603087077,478.6934087876544,476.0667099064978,476.06646672665124
478.6965322436864,476.06574334499504,478.6965150763492,476.06617391914466,476.0658604081188
478.6996826940663,476.06517110817873,478.6996620280846,476.06568127867683,476.06530312754734
478.7028720363672,476.0646478967591,478.7028481714813,476.06523076241007,476.06479350170224
478.70609963868793,476.06417217128234,478.70607286522625,476.0648210479246,476.0643300345295
478.7093623858257,476.0637427513063,478.70933298689954,476.06445112200856,476.0639115797486
478.712659636485,476.06335808537307,478.7126278857197,476.0641196519274,476.0635366296364
478.7159907847053,476.0630166678584,478.7159569465212,476.06382534433016,476.0632037210238
478.71935266227894,476.0627172495677,478.7193169934586,476.063567126928,476.0629116407974
478.7227446549742,476.0624583139657,478.72270740302815,476.06334369699425,476.0626589151816
478.726165300116,476.0622384373895,478.72612670385064,476.06315383184483,476.0624441609419
478.72961313502924,476.06205619617606,478.72957342454663,476.0629963087951,476.0622659948437
478.7330875894969,476.061910133791,478.73304698599384,476.06286987667926,476.0621230014413
478.7365854219527,476.06179890103726,478.73654413837704,476.0627733772732,476.0620138704039
478.7401060557804,476.0617210322925,478.7400642961192,476.0627055516006,476.06193717745003
478.7436489377152,476.0616750961028,478.74360689720356,476.0626651700506,476.06189153151894
478.74721079116256,476.06165969201663,478.74716865647355,476.0626510303499,476.06187557244743
478.7507910575823,476.0616733805855,478.75074900658797,476.06266189601644,476.0618879014016
478.75438827429923,476.06171473814607,478.75434647616737,476.06269654436556,476.0619271351467
478.75800097863817,476.0617823410353,478.7579595938324,476.06275375271315,476.0619918904481
478.76162863809725,476.061874792309,478.76158781854025,476.06283232111133,476.062080809802
478.7652679326841,476.0619906206743,478.76522782130314,476.06293098639543,476.06219246416083
478.7689183264936,476.06212842301454,478.7688790576372,476.0630485433117,476.06232549001817
478.7725792949871,476.0622868187171,478.772540994563,476.0631838059536,476.0624785457547
478.7762475011218,476.0624643027322,478.7762102858355,476.06333548213485,476.0626501694911
478.7799224180792,476.0626594893683,478.77988639616444,476.0635023815817,476.062839014668
478.7836025831845,476.06287095496236,478.7835678541707,476.0636832816101,476.0630436980509
478.78728653376265,476.0630972758512,478.7872531884748,476.0638769595355,476.06326283640493
478.7909737510572,476.0633370913505,478.7909418720013,476.06408224659157,476.06349510750084
478.7946608845887,476.0635888547316,478.79463054481397,476.06429781474657,476.0637390089092
478.7983474151932,476.0638512020537,478.7983186794098,476.0645224924321,476.0639932152308
478.8020328230898,476.06412278021537,478.80200574773517,476.0647551174099,476.0642564116204
478.80571375872495,476.06440202622844,478.8056883906801,476.0649943476534,476.0645270798179
478.80938970303356,476.06468758482856,478.8093660808937,476.06523901906127,476.0648039028705
478.8130591933407,476.0649780323528,478.8130373469966,476.0654879089492,476.0650854975442
478.816720766971,476.0652719451378,478.8167007176096,476.06573979463275,476.0653704806039
478.82037389494565,476.0655679754299,478.82035565551325,476.06599351849115,476.0656575424277
478.82401524423483,476.06586454772344,478.82399881804554,476.0662477276972,476.06594515253835
478.8276442884478,476.066160313924,478.827629670573,476.06650126433266,476.06623200097715
478.8312604885918,476.0664539251116,478.8312476658561,476.06675296979034,476.06651677700575
478.83486053054065,476.0667438070194,478.83484948014325,476.0670014922765,476.0667979513171
478.8384438790137,476.06702861148045,478.8384345699114,476.0672456738258,476.0670742138987
478.84200907133584,476.0673069148316,478.84200146378106,476.06748429175383,476.06734418151603
478.8455546448322,476.0675772934098,478.84554869037305,476.06771612337633,476.0676064709347
478.8490800363309,476.06783838906125,478.8490756782119,476.06794000218076,476.0678597624719
478.85258197819127,476.06808864416394,478.85257915013347,476.0681545906185,476.0681025429378
478.85605991282597,476.06832670313986,478.8560585402627,476.06835872438427,476.06833349514704
478.8595132580616,476.0685511979204,478.85951325806167,476.06855122846605,476.0685512898003
478.8629390887069,476.0687608904754,478.86294037076993,476.06873103967615,476.0687547240999
478.8663383571428,476.0689559206848,478.86634083162346,476.0688982776525,476.0689439334138
478.86971143411006,476.0691366700203,478.86971501369555,476.06905326951534,476.06911928783614
478.8730586903492,476.0693035199537,478.87306329005884,476.06919634238415,476.069281157461
478.87638134381086,476.06945688951413,478.8763868812261,476.0693278555845,476.06942994881894
478.87967806444306,476.0695970817448,478.879684458998,476.06944806898446,476.0695659559167
478.88295007666426,476.06972451908655,478.8829572503758,476.06955734483444,476.0696895885945
478.88619857958844,476.06983961091765,478.8862064569765,476.0696560341841,476.06980124402
478.88942228112126,476.06994267987585,478.8894307886783,476.069744413704,476.0699012352099
478.8926223865603,476.07003413845837,478.8926314533007,476.069822837118,476.06998996235757
478.89579926664607,476.070114368137,478.8958088239167,476.0698916315463,476.07006779555724
478.89895329211936,476.07018375038353,478.8989632735993,476.06995112410874,476.0701351049031
478.90208563259955,476.07024268044603,478.9020959743846,476.07000165373785,476.0701922738539
478.9051950554561,476.0702915097111,478.9052056957902,476.07004352175693,476.0702396433177
478.90828273601704,476.0703306360573,478.90829361557684,476.0700770693541,476.0702775993053
478.911349827344,476.0703604474262,478.91136088917784,476.07010262919647,476.07030651818684
478.91439513020714,476.07038131011035,478.9144063196033,476.0701205153895,476.07032675533185
478.9174198030919,476.07039361438876,478.9174310677244,476.0701310626047,476.0703386893781
478.92042421673887,476.0703977417333,478.9204355066143,476.07013459796167,476.0703426904199
478.9234087418889,476.0703940736159,478.923420009346,476.07013144858115,476.0703391285518
478.9263745059057,476.07038298775444,478.92638570559274,476.07012193836283,476.0703283702249
478.92932036142923,476.0703648713768,478.9293314503619,476.07010639936453,476.0703107911198
478.932247440773,476.07034010405044,478.93225837828743,476.0700851570725,476.0702867594822
478.9351568570205,476.07030905853077,478.9351676047322,476.07005853113134,476.07025663694924
478.9380474916567,476.07027213226365,478.938058013611,476.07002686236086,476.0702208091142
478.9409204624298,476.0702296995608,478.94093072496065,476.06999047174037,476.0701796391239
478.9437761400808,476.07018214189407,478.9437861118543,476.0699496863899,476.07013349707296
478.9466148953503,476.0701298407353,478.94662454736493,476.0699048334295,476.0700827530553
478.94943781942163,476.0700731625238,478.94944712491645,476.06985622708754,476.07002776258054
478.95224383805504,476.07001251782617,478.9522527727791,476.06980421943547,476.06996892397143
478.95503404662395,476.06994827414997,478.95504258857335,476.06974912561753,476.0699065937733
478.95780952431033,476.069880795316,478.95781765370543,476.0696912576169,476.0698411249556
478.96056922116196,476.0698104974201,478.9605769207672,476.06963097224616,476.0697729212051
478.9633142202665,476.0697377450589,478.96332147507553,476.0695685821535,476.0697023362435
478.96604489236404,476.0696629197037,478.96605168970274,476.0695044144587,476.0696297401643
478.9687616081957,476.0695864028264,478.9687679377221,476.06943879628193,476.0695555030623
478.9714654288396,476.06950855583887,478.97147128242193,476.06937203754035,476.0694799755692
478.97415534102555,476.0694298001442,478.9741607131079,476.0693044995979,476.06940356652075
478.9768324092625,476.0693504974408,478.9768372965008,476.0692364926172,476.06932662682715
478.9794976849056,476.0692710088664,478.97950208616334,476.0691683262809,476.06924950685413
478.98215017441584,476.06919175666496,478.98215409113845,476.0691003626736,476.0691726162535
478.98479093229395,476.0691131019678,478.98479436813477,476.06903291147205,476.06909630538485
478.98742032928084,476.0690354262468,478.98742329022554,476.0689662997964,476.0690209443426
478.9900387361173,476.06895911097376,478.99004123048365,476.06890085476664,476.06894690322105
478.99264718985205,476.0688845187842,478.9926492281752,476.06883688734945,476.06887453383916
478.9952447260333,476.06881206941534,478.9952463214145,476.06877475747984,476.06880424341665
478.99783238438084,476.0687421250075,478.9978335521356,476.06871477569985,476.068736383292
479.000411194499,476.06867505026685,479.0004119521726,476.06865725475217,476.0686713072938
479.0029802071101,476.0686112610823,479.0029805747904,476.06860255127145,476.06860941890744
479.0055404542048,476.0685511213722,479.00554045420495,476.0685509773244,476.06855107119685
479.0080922296635,476.06849493199365,479.0080918861359,476.06850279090236,476.06849655604583
479.01063551992615,476.06844267134596,479.01063485689116,476.0684579734806,476.06844585249644
479.013170882395,476.0683942252948,479.0131699231751,476.06841642718456,476.0683988498166
479.01569692877393,476.0683495164027,479.0156956962183,476.06837808561,476.06835547287767
479.0182142186722,476.06830842956884,479.0182127349262,476.068342850053,476.06831561000956
479.0207233027319,476.06827085340205,479.0207215892597,476.0683106249915,476.068279153142
479.02322280610844,476.06823670490064,479.0232208838671,476.06828133924927,476.0682460217473
479.0257132817202,476.068205871785,479.02571117098006,476.0682548965422,476.06821610689326
479.0281946391468,476.0681782518398,479.02819235955326,476.06823120921706,476.0681893094114
479.0306667879677,476.0681537428496,479.0306643585413,476.06821018962023,476.06816553013334
479.03313026709424,476.0681322374714,479.03312770619937,476.06819174570086,476.0681446649157
479.0355837250273,476.06811364447606,479.03558105047017,476.0681757992278,476.06812662524925
479.0380277030704,476.06809785576354,479.0380249319967,476.06816225750066,476.0681113062564
479.04046273281847,476.0680847661049,479.0404598817302,476.0681510302815,476.06809860584485
479.0428874773357,476.06807427996387,479.042884562151,476.0681420356456,476.06808843132643
479.0453024706786,476.0680662914329,479.04529950666813,476.0681351827729,476.068080679951
479.0477076224267,476.0680606982966,479.0477046242359,476.06813038401003,476.06807525254965
479.0501028421599,476.0680573983399,479.0500998238096,476.068127551704,476.06807204995465
479.05248864881617,476.0680562893349,479.05248562370184,476.06812659818985,476.0680709729852
479.0548637306573,476.0680572696121,479.0548607115531,476.0681274362839,476.0680719230032
479.057228609199,476.06806023639626,479.0572256082505,476.0681299778519,476.0680748002967
