cooled,middle,measure,1mmAbove,1mmbelov
1123.1362890275066,1123.14601698924,1123.1486001308203,1123.1485134641398,1123.1486860850678
1123.1429311431737,1123.147946510883,1123.1492782806026,1123.1492335985529,1123.149322595349
1123.15,1123.1500000000003,1123.15,1123.15,1123.15
1123.1574953663999,1123.1521771176556,1123.1507649384785,1123.150812304984,1123.150717961476
1123.1653749475695,1123.1544642181523,1123.1515671423474,1123.1516642349382,1123.151470848956
1123.1735797228264,1123.156842526758,1123.152398625099,1123.1525473613165,1123.152251115132
1123.1820566870024,1123.159295015402,1123.153252013395,1123.1534539067318,1123.1530517881895
1123.1907508647155,1123.1618040838766,1123.154119732992,1123.1543758804464,1123.1538657077515
1123.1996072805832,1123.1643521319768,1123.1549942096478,1123.1553052917236,1123.1546857134417
1123.2085732631142,1123.1669222185462,1123.155868092039,1123.156234386877,1123.1555048537948
1123.2175892354942,1123.1694954239922,1123.1567333569649,1123.157154697859,1123.156315547587
1123.226602505809,1123.1720548039386,1123.1575826542817,1123.1580584721469,1123.157110844544
1123.2355603793771,1123.1745833998511,1123.1584086174926,1123.1589379402833,1123.1578837786246
1123.244403283536,1123.177062313375,1123.1592032479261,1123.1597846596244,1123.158626792258
1123.2530785454087,1123.1794745962752,1123.1599591860822,1123.1605908680147,1123.1593329260934
1123.261531189614,1123.181802648345,1123.160668857719,1123.1613485747184,1123.1599950197547
1123.2697062407701,1123.1840288693782,1123.1613246885927,1123.1620497889971,1123.160605912865
1123.2775506840226,1123.186136181747,1123.1619192481307,1123.16268667419,1123.1611585784215
1123.2850055166773,1123.1881059027535,1123.1624446561182,1123.1632509118315,1123.1616455716091
1123.2920178160616,1123.1899209875983,1123.1628934986745,1123.1637346827922,1123.1620598812829
1123.298534206293,1123.1915642331164,1123.1632582835077,1123.1641300855333,1123.1623944218604
1123.3044963645075,1123.193017194166,1123.163531248025,1123.164428925206,1123.1626418601857
1123.3098510492318,1123.1942627139301,1123.163704922443,1123.164623323941,1123.162795132034
1123.3145432850845,1123.1952831922026,1123.1637717325207,1123.1647052910014,1123.1628470770295
1123.318518096682,1123.1960610287765,1123.1637241040135,1123.1646668356502,1123.1627905347943
1123.3217212249222,1123.1965787211354,1123.1635544029798,1123.1644999073053,1123.1626182854511
1123.324096043005,1123.1968184003088,1123.163255140429,1123.1641965989752,1123.1623232552688
1123.325588496614,1123.1967626326602,1123.1628187146275,1123.1637488939775,1123.1618982548941
1123.326143627773,1123.196393681975,1123.1622373833645,1123.163148627747,1123.1613359618655
1123.325706165198,1123.1956941331573,1123.1615038683658,1123.162388115119,1123.1606295021172
1123.3242213979286,1123.1946463323925,1123.1606104654475,1123.1614592315666,1123.1597715892133
1123.3216343505821,1123.1932326794747,1123.159549600367,1123.1603539863527,1123.1587550627773
1123.3178900477767,1123.1914355741972,1123.1583136988804,1123.1590643887398,1123.157572762432
1123.3129320852681,1123.1892368007357,1123.1568947995554,1123.1575820432804,1123.1562171580852
1123.3067080139342,1123.1866198806845,1123.1552860528689,1123.1558997163472,1123.1546817817682
1123.2991617469215,1123.1835667031496,1123.15347954511,1123.1540090627595,1123.1529591485798
1123.290235843273,1123.1800587104503,1123.1514671600316,1123.1519015239803,1123.1510415818414
1123.2798798850638,1123.1760800943737,1123.1492423519192,1123.1495701864208,1123.1489229012548
1123.2680367909543,1123.1716124156878,1123.1467970580654,1123.1470065479496,1123.1465954808336
1123.2546515855638,1123.1666380741876,1123.1441237042282,1123.1442026178297,1123.144052160201
1123.2396692935092,1123.1611394696654,1123.1412147161639,1123.1411504053235,1123.14128577898
1123.223030464517,1123.1550973845744,1123.1380616808285,1123.1378410391726,1123.1382883795266
1123.204688628921,1123.148497307906,1123.1346586364077,1123.1342682210052,1123.1350543343094
1123.1845847664408,1123.1413201630917,1123.1309972330926,1123.1304231461952,1123.1315757455418
1123.1626580522504,1123.1335462825696,1123.1270688564803,1123.1262967312905,1123.1278444649906
1123.1388647235606,1123.1251620418407,1123.122867941655,1123.1218830961682,1123.1238552408006
1123.113144427766,1123.1161479278414,1123.1183859432674,1123.1171732301466,1123.1195999900967
1123.0854421894853,1123.1064863403656,1123.1136152870745,1123.1121591424887,1123.1150715525023
1123.0557030333366,1123.0961596792072,1123.1085483988338,1123.1068328424585,1123.110262767641
1123.0238635621256,1123.0851474366764,1123.1031762897696,1123.1011848520393,1123.1051651329772
1122.9898850874213,1123.073437645998,1123.0974941340155,1123.0952100700056,1123.0997740960947
1122.9537047546287,1123.0610099765122,1123.0914930215454,1123.0888991013423,1123.0940812289825
1122.9152574541604,1123.0478433623575,1123.0851637156804,1123.0822422067354,1123.0880777945151
1122.8744684577784,1123.033903717237,1123.0784836749149,1123.0752161499995,1123.081741943702
1122.8310761288908,1123.0190540541034,1123.0713527189923,1123.067718023867,1123.0749762181683
1122.7847889579195,1123.003137438669,1123.0636540398964,1123.0596279290899,1123.0676668960114
1122.735315435286,1122.985996936646,1123.055270829611,1123.0508259664198,1123.0597002553263
1122.6823500247954,1122.9674706817855,1123.0460838161484,1123.0411896534813,1123.0509602287875
1122.6256282677573,1122.9474111899383,1123.0359808694186,1123.0306039982895,1123.0413375442622
1122.564845555691,1122.9256569684621,1123.0248429375451,1123.018946746766,1123.0307163463833
1122.4996931211654,1122.9020447890894,1123.012549908693,1123.006094547377,1123.018979757176
1122.4299127440495,1122.8764297711643,1122.9989912427461,1122.9919340543563,1123.006020038453
1122.3551968085392,1122.8486491805702,1122.9840471377024,1122.9763422365647,1122.9917206115508
1122.2752538050565,1122.818546083019,1122.9676007855462,1122.9591991947545,1122.9759677545662
1122.1897922240228,1122.7859635442233,1122.949535378261,1122.9403850296776,1122.9586477455946
1122.098496420002,1122.750735262315,1122.929728806147,1122.919774327261,1122.9396417732664
1122.0011215556979,1122.7127223029404,1122.9080743752845,1122.8972577133293,1122.9188458206042
1121.897353510477,1122.671759059281,1122.884450435339,1122.8727102476912,1122.8961415211293
1121.78687161625,1122.6276769030396,1122.858733318942,1122.8460049102991,1122.871408553967
1121.6694408571138,1122.5803414321772,1122.8308193577905,1122.8170354468314,1122.844545833798
1121.5447423136948,1122.5295848339895,1122.8005854336031,1122.7856754032184,1122.8154335719912
1121.4124844764144,1122.4752501741884,1122.767914738363,1122.7518048802128,1122.783958046642
1121.2723758356947,1122.4171805184872,1122.7326904640547,1122.715303978567,1122.750005535848
1121.1240858598474,1122.3552025576923,1122.6947857491164,1122.6760423877038,1122.7134526206169
1120.9673988869913,1122.2891910506576,1122.6541031640982,1122.6339202808692,1122.674204266281
1120.80198650733,1122.2189737046817,1122.6105165460579,1122.5888080669552,1122.6321377316738
1120.6275113751053,1122.1443739197334,1122.5638967579425,1122.540573092591,1122.5871273894425
1120.4437712326626,1122.0652729158,1122.5141508315633,1122.4891201245136,1122.5390825342913
1120.2504310800489,1121.981495229885,1122.4611504182085,1122.4343173209172,1122.4878783040424
1120.0471994076847,1121.8928839277014,1122.404778709862,1122.3760447825543,1122.433400976793
1119.8337847059922,1121.799282074961,1122.3449188985073,1122.3141826101769,1122.3755368306395
1119.6098367800223,1121.7005067834414,1122.281437456571,1122.2485936318978,1122.3141559753906
1119.3751786973282,1121.5964516486133,1122.214250047374,1122.179191497999,1122.2491760858454
1119.12946298194,1121.4869351201883,1122.1432240812155,1122.1058400016464,1122.1804681825697
1118.8723308334215,1121.3717700546947,1122.0682230372088,1122.0283988913416,1122.1078994681554
1118.6036223063863,1121.250858437557,1121.9891684755787,1121.9467878844923,1122.0313933444845
1118.3229815432912,1121.1240145837824,1121.905924903034,1121.8608677867508,1121.9508180122587
1118.0301170345574,1120.9910815590824,1121.8183755115574,1121.7705186988678,1121.866059749572
1117.724737270606,1120.85190242917,1121.7264034931331,1121.6756207215963,1121.7770048345221
1117.4064676162175,1120.7062821550874,1121.629866740026,1121.5760278569335,1121.6835150421425
1117.0751794223988,1120.5541383123325,1121.528697836627,1121.4716711618073,1121.5855244838508
1116.730501369998,1120.3952775213247,1121.422755852327,1121.362405848854,1121.48289607837
1116.372048426889,1120.2294995234479,1121.3118949682555,1121.2480821036395,1121.3754879946584
1115.9997125139757,1120.0567322129732,1121.1960551013517,1121.1286385238566,1121.263241468933
1115.6131121391131,1119.8767771112048,1121.0750916995933,1121.0039265978064,1121.146015901192
1115.2119557927228,1119.6894772838557,1120.9488879549638,1120.8738264262417,1121.023697569532
1114.7959519652268,1119.4946757966381,1120.817327059447,1120.7382181099144,1120.8961727520498
1114.3646968041232,1119.2921628881545,1120.6802564109958,1120.5969448598985,1120.7632930254251
1113.9181194978948,1119.0818852573402,1120.5376293433721,1120.449959069384,1120.625012664851
1113.455820107194,1118.8636351236164,1120.3892946709072,1120.297105405667,1120.4811846236282
1112.9773825911996,1118.6371965415178,1120.2350953625985,1120.1382225265747,1120.3316561735066
1112.4827602911212,1118.4025284575725,1120.0749935203974,1119.9732718396954,1120.1763901121885
1111.971541303205,1118.159417027678,1119.9088336194022,1119.802093551175,1120.0152351753966
1111.4435018495003,1117.9077138849848,1119.73649164149,1119.6245614293534,1119.8480695576875
1110.8986890785675,1117.647304932397,1119.5578147281092,1119.4405239129185,1119.6747391194604
1110.337072001611,1117.37801457823,1119.3725945582667,1119.2497734189628,1119.4950348183454
1109.7590530160742,1117.099875120504,1119.1807658436746,1119.052249665579,1119.3088863875314
1109.1646053832849,1116.8127132368936,1118.982121946662,1118.847746795986,1119.116086425246
1108.5536855394828,1116.5163463649271,1118.776449249917,1118.6360518058743,1118.9164207176784
1107.9267211202825,1116.2108206631399,1118.5636929348373,1118.4171151348603,1118.7098292162948
1107.2836727238055,1115.8959559194793,1118.3436411903838,1118.190725626042,1118.4960994724877
1106.6246552302405,1115.571646604287,1118.1161339479,1117.9567253856956,1118.2750692631164
1105.9497835197747,1115.2377871879055,1117.8810111387277,1117.7149565200957,1118.0465763650404
1105.2589936593815,1114.8941829498715,1117.6380494989633,1117.4651961810114,1117.8103971149424
1104.5527541702725,1114.54090422961,1117.3872132982767,1117.207414293775,1117.5664901556313
1103.8310051342391,1114.1777587921704,1117.1282812839495,1116.9413900596905,1117.3146337966639
1103.093670749263,1113.804544297788,1116.8610239120883,1116.666894238817,1117.0545982063668
1102.3412433627793,1113.4213462434295,1116.58541788939,1116.383909418624,1116.7863542396526
1101.5736510993468,1113.0279648559028,1116.301235806099,1116.092208529987,1116.509674162329
1100.7910088391536,1112.6242946055495,1116.0083175935565,1115.7916336791807,1116.2243957512544
1099.9934314623886,1112.2102299627127,1115.7065031831062,1115.482026972483,1115.93035678329
1099.180823974349,1111.7855553488205,1115.3955517448644,1115.163147708908,1115.6273163157925
1098.353717254901,1111.3503826033623,1115.0754623525966,1114.835001195886,1115.3152672179451
1097.5120200888566,1110.9044988494306,1114.7459965154678,1114.4973491053759,1114.993970852254
1096.655626318498,1110.4476802406411,1114.4069061399346,1114.1499433743793,1114.6631791108125
1095.7850892379631,1109.9800550710497,1114.058204704132,1113.7928039130732,1114.3228990687273
1094.900306380808,1109.501402276995,1113.699646576516,1113.4256851526834,1113.972885047846
1094.00139262722,1109.0116163288194,1113.3310716884291,1113.0484291994853,1113.6129748250285
1093.0884628573879,1108.5105916968655,1112.9523199712132,1112.6608781597552,1113.243006177134
1092.1613928974941,1107.9980902151235,1112.5631304059395,1112.262770892329,1112.8627182238226
1091.2207722209398,1107.4742686818067,1112.1635421166036,1111.8541532615877,1112.4721433773973
1090.2664801981168,1106.938891848722,1111.7532967511866,1111.4347668227183,1112.0710233949428
1089.2983821981663,1106.3917126335334,1111.332125043426,1111.004342102237,1111.659089233941
1088.317088696814,1105.8329055860474,1110.9000824890322,1110.5629415078843,1111.2363895064439
1087.322468519169,1105.2622266228034,1110.456902611605,1110.1102983838084,1110.8026579319649
1086.314636545419,1104.679570214144,1110.0024253424863,1109.6462548362842,1110.357732287363
1085.2937076557528,1104.0848308304114,1109.5364906130185,1109.1706529715882,1109.901450349498
1084.2595303797957,1103.4777459888276,1109.058814592157,1108.6832086209497,1109.4335286419575
1083.2127490193682,1102.8585209049909,1108.5694817002664,1108.1840133805551,1108.954044436914
1082.1532154129998,1102.2268962300914,1108.0682111010744,1107.6727861013933,1108.4627172276548
1081.080768339249,1101.582599916513,1107.5547097325316,1107.1492333120664,1107.9592543786785
1079.996071690312,1100.9258562284701,1107.02908035406,1106.6134650927336,1107.443751355729
1078.8989674654097,1100.256396333375,1106.4910330213343,1106.0651911130371,1106.915918617611
1077.7895705447306,1099.5741147015701,1105.9404076656972,1105.5042534792537,1106.3755939411842
1076.6679958084633,1098.8789058033976,1105.3770442184912,1104.9304942976582,1105.8226151033082
1075.5340663722345,1098.1704811099808,1104.800633413487,1104.343603784446,1105.256673373124
1074.388477601166,1097.4490977129622,1104.2113102135547,1103.7437244424648,1104.6778961994212
1073.2310556844845,1096.7144704335858,1103.6087686751007,1103.1305498310758,1104.0859781533165
1072.0616146927255,1095.9663005296256,1102.9926893172205,1102.5037598935423,1103.4806003479505
1070.880868169436,1095.2048654383652,1102.3632274091842,1101.863517557296,1102.861910419508
1069.6886331705095,1094.4298698487573,1101.7200669156737,1101.2095062300464,1102.2295929077104
1068.4850245761345,1093.6412082311451,1101.0630477680315,1100.541568018069,1101.583485589418
1067.2701572664987,1092.8387750558709,1100.3920098976002,1099.8595450276407,1100.9234262414902
1066.0438591673249,1092.0223024720408,1099.706666581214,1099.1631507116383,1100.2491279788176
1064.8070145625602,1091.1923450242575,1099.007461421568,1098.452840692181,1099.5610223836
1063.559595793361,1090.348880471785,1098.2943641195084,1097.7285890475207,1098.859074768647
1062.3015643715523,1089.491872740842,1097.5673301485072,1096.9903555778571,1098.1432362707262
1061.033849145203,1088.6219455422568,1096.8268750152472,1096.2386687225005,1097.414009456928
1059.756414223919,1087.7390661892507,1096.0729576947795,1095.4734917931337,1096.6713489555336
1058.4695444065624,1086.8434196494616,1095.3057214932753,1094.6949752939765,1095.915390865642
1057.1735244919953,1085.9351908905269,1094.5253097169073,1093.90326972925,1095.1462712863506
1055.8683040962774,1085.014327613176,1093.7316608807414,1093.0983179188709,1094.3639244186666
1054.5548362235938,1084.0814862160023,1092.9253245917257,1092.2806824553832,1093.568886875429
1053.2330727231993,1083.136617549951,1092.1062426830508,1091.4503094775184,1092.7610961749308
1051.9029569485397,1082.1796601484682,1091.2743439347232,1090.6071320791239,1091.940476774561
1050.5654546477872,1081.2112888867907,1090.430197533887,1089.7517324204885,1091.1075848789342
1049.2205111888238,1080.231445306504,1089.573735468597,1088.884046798668,1090.2623481581861
1047.8684113705121,1079.2403143752458,1088.705101045026,1088.0042257178845,1089.4049027114152
1046.5094399917143,1078.2380810606537,1087.8244375693453,1087.1124196823573,1088.5353846377195
1045.1435314269722,1077.224669565093,1086.9316583308748,1086.208546347091,1087.6537028526323
1043.7716697468493,1076.2007836627479,1086.0273636815846,1085.2932189427277,1086.760444818707
1042.3937909757396,1075.166350327337,1085.1114699353905,1084.3663581348135,1085.8555224899958
1041.0098249757493,1074.121285730626,1084.1838815272126,1083.4278727771787,1084.9388358747856
1039.6207650610727,1073.0663098500745,1083.2452166278952,1082.4783938184182,1084.0109903546622
1038.2265425249093,1072.001341486726,1082.2953825868788,1081.5178330073002,1083.0718888718927
1036.8274421661224,1070.926565608218,1081.3345227103364,1080.5463408480448,1082.121667525575
1035.423748783573,1069.8421671821877,1080.3627803044392,1079.5640678448724,1081.160462414808
1034.0153861773274,1068.748049943728,1079.3800457811387,1078.5709089542088,1080.1881593999256
1032.6033601502443,1067.6449589804308,1078.3869655406706,1077.5675231121247,1079.2053923326448
1031.1875955688993,1066.53280041988,1077.3834327260531,1076.5538079773166,1078.2120498330537
1029.768013471098,1065.4114711032507,1076.3693297754994,1075.5296506299305,1077.2080096906109
1028.3456254029766,1064.2817300480451,1075.3453191467966,1074.4957258742008,1076.1939220033235
1026.9203532500937,1063.1434763458537,1074.31128589915,1073.4519233769397,1075.1696672158648
1025.4924818113102,1061.9968949643148,1073.2673733387317,1072.3983936423674,1074.1353814273327
1024.0622958854897,1060.842170871066,1072.213724771714,1071.3352871747047,1073.0912007368265
1022.6297133652603,1059.6791903650178,1071.1502100810592,1070.2624786981337,1072.0369901797576
1021.1957524516965,1058.5087337849875,1070.0775170185082,1069.1806679214842,1070.9734255364538
1019.7603315205954,1057.3306894435154,1068.995517904563,1068.0897319629366,1069.9003743233145
1018.3233674525034,1056.1449378822792,1067.904075529109,1066.9895385952896,1068.8176943412477
1016.8858806914175,1054.9522710966382,1066.8038919401167,1065.8808015457455,1067.7260759441288
1015.4477883822934,1053.7525714998235,1065.6948322549354,1064.7633908654961,1066.625379309313
1014.0093753239939,1052.5460240594732,1064.5770397797376,1063.6374570587627,1065.5157405358996
1012.5709263153815,1051.3328137432245,1063.4506578206951,1062.5031506297648,1064.3972957229864
1011.1323580086879,1050.1128124448985,1062.3155380801602,1061.3603285367753,1063.2698913113386
1009.6946916691237,1048.8868296923545,1061.1724049646227,1060.2097263287153,1062.1342405493444
1008.2578438487461,1047.6547390141804,1060.021112320446,1059.0512030495845,1060.9901920799898
1006.8217319378833,1046.4164076836478,1058.861505637566,1057.8846096311654,1059.8375859459068
1005.3873759443121,1045.172654611791,1057.6943218573806,1056.710693790962,1058.6771482962888
1003.9546929394272,1043.923348564572,1056.5194085037608,1055.5293084308803,1057.5087212714493
1002.5239677220909,1042.6686745096288,1055.3369088828788,1054.34060405514,1056.332440970486
1001.0954850911654,1041.4088174145993,1054.146966300907,1053.1447311679617,1055.148443492498
999.6691651255287,1040.1436377993068,1052.9494166279678,1051.941531428044,1053.9565589138801
998.2460228204433,1038.873968318468,1051.7450162285395,1050.731771291729,1052.757533490528
996.8259200674028,1037.5996593102627,1050.53360590767,1049.5152949080202,1051.5512046774159
995.408491737545,1036.3205105877653,1049.3150316354204,1048.2919424004695,1050.337424281569
993.9944031776822,1035.0372933165722,1048.090079049407,1047.0624948196762,1049.116982505129
992.5832309853187,1033.7497970123939,1046.8585989374335,1045.8267946622511,1047.889738416591
991.1749149361232,1032.4581380175794,1045.620753112331,1044.584996709522,1046.6558608458083
989.7693948057644,1031.1624326744782,1044.3767033869333,1043.3372557428183,1045.4155186226367
988.3662515792512,1029.862464104226,1043.1262907702653,1042.0834048915378,1044.1685606254553
986.9661432908262,1028.5590141301343,1041.8703171980458,1040.8242408184335,1042.915794040076
985.5686502328267,1027.2518668645891,1040.6086252054547,1039.559598114968,1041.6570693350952
984.1733553759286,1025.9408026334647,1039.34105147126,1038.2893057617664,1040.3922308772128
982.7809127367805,1024.6266089399599,1038.068406715986,1037.0141688380158,1039.1220950052793
981.3909046396462,1023.3090670118344,1036.7905290202646,1035.734017667516,1037.8465075465317
980.0032708601948,1021.9882931914376,1035.507580196928,1034.4490070315965,1036.5656373308245
978.6179511740951,1020.6644038211183,1034.2197220588093,1033.1592917115856,1035.2796531880117
977.2345315529509,1019.3371751639191,1032.9267848964564,1031.8646945663484,1033.9883928301492
975.8536599344588,1018.0074029976382,1031.6295924139768,1030.5660331167364,1032.6926861215047
974.4749217209068,1016.674864338268,1030.327976096639,1029.2631313666461,1031.3923720185426
973.0979044994688,1015.3393333685491,1029.021762899124,1027.9558089773498,1030.0872847591506
971.7232529304418,1014.0016101162475,1027.7117833215643,1026.644889983774,1028.7782612856115
970.3505540779437,1012.6614694276899,1026.3978653890701,1025.3301950733326,1027.4651369505423
968.9797477176422,1011.3190276452245,1025.0801709144741,1024.0118790273543,1026.1480805837966
967.6107736252071,1009.9744011112016,1023.7588617106086,1022.6900966271683,1024.8272610152299
966.2432217719337,1008.6273611370896,1022.4337600011964,1021.364662997531,1023.5025075572136
964.8777319727802,1007.2787136421333,1021.1057059554313,1020.036411444543,1022.1746672191908
963.5138937530816,1005.9282304524521,1019.7745226603209,1018.7051579209602,1020.843570212134
962.1512983296057,1004.5756815141733,1018.4400299981108,1017.3707153051263,1019.50904341176
960.7905829801061,1003.2218755665893,1017.1030729452401,1016.0339215148573,1018.1719388305025
959.4313385216494,1001.8665829811133,1015.7634721229477,1014.694590137606,1016.832084112998
958.0735047299046,1000.5099201000946,1014.4213893440666,1013.3528759547015,1015.4896480891018
956.7170213805406,999.1520032658824,1013.076986421429,1012.0089337474724,1014.1447995886684
955.3614814576388,997.7926007448908,1011.7300801635823,1010.6625734429912,1012.7973622910249
954.0075186272305,996.432524784774,1010.3815219015069,1009.31463905976,1011.4481948175113
952.6547255507915,995.0715439282966,1009.0311289755984,1007.9649410358169,1010.0971214002473
951.3026960877785,993.709425791491,1007.6787168473187,1006.6132880030013,1008.7439643194178
949.9520621072124,992.3469840121393,1006.3251396661112,1005.2605266891717,1007.3895851243288
948.6024171922037,990.9839863932597,1004.9702133009954,1003.906466118243,1006.033806518277
947.2537011184215,989.6205492772019,1003.6140995648038,1002.5512610715441,1004.6767973311173
945.9058536615345,988.2567890063146,1002.2569602703685,1001.1950663304041,1003.3187263927041
944.558469831506,986.8924727084775,1000.8986094627129,999.8376891606359,1001.9594145159605
943.212179119249,985.5284151467143,999.5399043313009,998.4799792202933,1000.5997264008428
941.8665763354752,984.164383486955,998.1806591215694,997.121743969122,999.239483067259
940.5212569954269,982.8001449216563,996.820687525845,995.7627903288814,997.8785049665006
939.1768495332003,981.4365141740511,995.4608475632754,994.4039687646231,996.5176576514674
937.8329493110459,980.0732583852825,994.1009530023107,993.0450862731491,995.1567616507554
936.4894961046325,978.7104938977003,992.7411656557832,991.6862976357884,993.7959857942194
935.146429689629,977.3483370536532,991.3816473365254,990.32775763387,992.4354989117141
933.8033461149749,975.9865557490036,990.0222119776856,988.9692734083708,991.0751217163967
932.4608726702749,974.6259634491087,988.6637173239119,987.6116951840489,989.7157194535623
931.118605328573,973.2663278495819,987.305977177332,986.2548299787818,988.3571126975457
929.7761402739903,971.9074176258237,985.9488061127877,984.8984855406727,986.9991228373856
928.4341141197518,970.5500203437789,984.5930291782984,983.5434808682818,985.6425809566568
927.092171221553,969.1937822407325,983.2383030057329,982.1894728135421,984.2871434777026
925.7503091965157,967.8386730808304,981.8846001827295,980.8364353727661,982.9327815925468
924.4085256617614,966.4846626282182,980.5318932969259,979.4843425422655,981.5794664932126
923.066474744869,965.1313744059541,979.1798089904629,978.132822511012,980.2268232893878
921.7248410606172,963.7794709222951,977.8290119794052,976.7825411151914,978.8755155873249
920.3832787174044,962.4285754306236,976.4791286614444,975.4331263119257,977.5251682397804
919.0414418966916,961.0783122166387,975.129786370014,974.0842069458417,976.1754070830397
917.7000151036616,959.7293422400897,973.7816484175366,972.7364475218405,974.8268942480307
916.3586525024265,958.3812895402261,972.4343419140531,971.3894766726735,973.4792553362366
915.0173517101081,957.0341238811934,971.0878394472019,970.0432683946533,972.1324615396812
913.676110343828,955.6878150271378,969.7421136046211,968.6977966840919,970.786484050388
912.3345826626468,954.3419883799482,968.3967927314834,967.3526913451753,969.4409497680756
910.9934530134981,952.9973026282881,967.052538081641,966.0086149303975,968.0965186599278
909.6523756411437,951.6533829663024,965.7089778119657,964.6651970653575,966.7528174277386
908.311004843883,950.3098553727126,964.3657407904665,963.3220680500967,965.409473520791
906.9700248883412,948.9673773592925,963.0234872042673,961.9798894254253,964.0671457850121
905.6290900603491,947.6255747202443,961.6818457541327,960.6382913327715,962.7254614938881
904.2881979770285,946.2844172197138,960.3407890277,959.297247768447,961.3843918394429
902.9473462555015,944.9438746218475,959.0002896126083,957.9567327287649,960.0439080137005
901.6061892472623,943.6035737118857,957.6599771078527,956.6163772069993,958.7036382343301
900.2654111094961,942.2641703498574,956.320510203492,955.2768413242043,957.3642397736072
898.9246661842794,940.9252911751905,954.981518366369,953.9377559483307,956.0253407102837
897.5836088477017,939.5865633641489,953.6426315498567,952.5987524087068,954.6865696345585
896.2429232059268,938.2486419714904,952.3045077142027,951.2604901343053,953.3485830515193
894.9022636274567,936.9111540508903,950.9667767016831,949.9226003491044,952.0110094345752
893.5616277294134,935.574069366495,949.629411099936,948.5850570494164,950.6738199757503
892.2210131289186,934.2373576824506,948.2923834965999,947.2478342315534,949.3369858670686
890.8800742308515,932.9006466718696,946.9553242952819,945.9105636517523,948.0001361720695
889.5394950807472,931.564590357106,945.6188905206697,944.5739038518807,946.6639264122815
888.1989300789472,930.2288163273904,944.2827125003653,943.2374865161132,945.3279855713332
886.8580336402828,928.892952461051,942.9464208238967,941.9009435769406,943.9919429082604
885.5174897885538,927.5576523467862,941.6106721230537,940.564933203749,942.6564535314704
884.1769529358853,926.2225438022675,940.2750969324161,939.2290872769416,941.3211466422167
882.8364206993982,924.8875965916399,938.9396678396209,937.8933797928298,939.985993432522
881.4958906962148,923.5527804790499,937.6043574323071,936.5577847477263,938.6509650944108
880.1550173455507,922.2177235300036,936.268796469483,935.2219342347039,937.3156910652124
878.8144846593873,920.8830789201371,934.9336412088858,933.8864860686954,935.9808260598695
877.4739470572831,919.5484746930058,933.5985223896669,932.5510723239745,934.6459994948065
876.1330589537623,918.2135389335212,932.2630707882972,931.2153251100664,933.3108408258147
874.7925043683591,916.8789247552837,930.9279426065331,929.8799021890255,931.9760047087847
873.4519377177705,915.5442602444783,929.5927686220432,928.5444356715511,930.6411206007305
872.111356619119,914.2095151652512,928.2575214224667,927.2088995539559,929.3061596936759
870.7707586895261,912.8746592817488,926.9221735954414,925.873267832552,927.9710931796453
869.4297983234958,911.5393205563902,925.5863558061675,924.5371725111224,926.635550397677
868.0891595775522,910.2041523090542,924.2507244438522,923.2012715299176,925.3001862002893
866.7484968514229,908.8687825421395,922.9149102099847,921.8651969271831,923.9646299646212
865.4074645202771,907.5328390516639,921.5785436187715,920.5285805633542,922.6285108711406
864.066746677478,906.1969754670856,920.2422813403513,919.1920806454034,921.2924840673799
862.7259977052489,904.8608196476268,918.9057539462764,917.8553290882027,919.9561787940356
861.3852159191973,903.5243478064561,917.5689398461051,916.5183054131329,918.6195723591619
860.0444024288711,902.1875619528358,916.2318407370776,915.1810112418514,917.2826665349353
858.7032157607538,900.850128189341,914.8941217131426,913.8431112513323,915.945126828487
857.36234427902,899.5127396106985,913.5564750757279,912.5052974631263,914.6076458185763
856.0214465175754,898.1750623966268,912.2185659888612,911.1672346207147,913.269889085953
854.6801809834118,896.8367624312449,910.8800593477897,909.8285872125153,911.9315219289915
853.3392360810755,895.4985332526894,909.541647857122,908.4900476426824,910.5932373500242
851.9982703235921,894.1600408157259,908.2029964764082,907.1512804606509,909.2547007149855
850.6572855189953,892.8212935786395,906.864112724808,905.8122928131464,907.9159199120819
849.316283475318,891.4822999997149,905.5250041214814,904.4730918468941,906.5769028295202
847.9749226763274,890.1427256423036,904.1853352690193,903.1333417726588,905.2373144581534
846.6338915753347,888.8032646969051,902.8457994669677,901.7937355590504,903.8978484254548
845.2928486598258,887.4635827866896,901.5060613725952,900.4539374687016,902.5581697797394
843.9514524051859,886.1233453085299,900.1657854359956,899.1136115677372,901.217943351577
842.6103912828778,884.783246792379,898.8256652674839,897.7734511195347,899.8778630950645
841.2693237706166,883.4429526884319,897.4853653660562,896.4331202365985,898.5375938921757
839.928251676436,882.1024714549732,896.1448932508722,895.0926260656535,897.1971436311168
838.5871768083703,880.7618115502889,894.8042564410932,893.7519757534266,895.8565202000956
837.245757637096,879.4206381371115,893.4631191711659,892.4108331615837,894.5153882029499
835.9046826458067,878.0796462245015,892.1221754923231,891.0698919715679,893.1744420573389
834.5636103051953,876.738501017686,890.7810896782897,889.7288160822765,891.8333464084059
833.2221990886696,875.3968675648997,889.4395258572255,888.3872692546562,890.4917657481827
831.881137475351,874.0554411106971,888.0981782987147,887.0459453770793,889.1503947240003
830.5400839372741,872.7138867393102,886.7567111644186,885.7045082422331,887.8088978631362
829.1990402824722,871.3722129090238,885.415131973497,884.3629649968436,886.4672830537976
