cooled,middle,measure,1mmAbove,1mmbelov
1123.0798883784503,1123.1296327107232,1123.1428417113957,1123.142398537763,1123.143281241974
1123.0800501456574,1123.1296797037814,1123.1428582275785,1123.142416076472,1123.1432967440362
1123.0804741904974,1123.1298028879803,1123.1429015219037,1123.142462051173,1123.1433373800196
1123.0811692549862,1123.1300048028581,1123.1429724869179,1123.1425374096707,1123.1434039876663
1123.082144367278,1123.1302880710766,1123.1430720443814,1123.1426431307923,1123.1434974321394
1123.0834077720924,1123.1306550877102,1123.1432010360675,1123.1427801084253,1123.1436185035259
1123.0849684248412,1123.131108454289,1123.14336037631,1123.142949313511,1123.143768060018
1123.0868355853565,1123.131650860776,1123.1435510105237,1123.143151749995,1123.1439469889806
1123.0890170417172,1123.132284569593,1123.1437737338592,1123.1433882622562,1123.1441560367405
1123.0915219742972,1123.1330122476204,1123.1440294836186,1123.1436598456255,1123.1443960830482
1123.0943591251128,1123.1338364343974,1123.1443191523485,1123.1439674479077,1123.144667965646
1123.0975372361802,1123.1347596694623,1123.144643632595,1123.144312016907,1123.144972522277
1123.1010659982146,1123.1357847679487,1123.145003913765,1123.144694603285,1123.1453106815966
1123.1049523487186,1123.1369137451882,1123.1454007041673,1123.1451159592018,1123.145683108422
1123.1092058877593,1123.138149389981,1123.1458349839538,1123.1455771254919,1123.1460907227224
1123.113836591454,1123.13949460037,1123.1463077716708,1123.1460791837594,1123.1465344805035
1123.1188508332177,1123.14095122782,1123.1468197180343,1123.1466228250072,1123.1470149925265
1123.124258491804,1123.1425221420893,1123.1473718316495,1123.1472091202836,1123.1475332054665
1123.1300683092281,1123.1442098827165,1123.1479650050624,1123.147839017393,1123.1480899570658
